Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),本益比,股價淨值比,殖利率
20151111,2330,台積電,"29,463,476","10,751","4,066,008,922",140.5,140.5,136.5,137.5,-,2,"13,887,865","23,125,556","-9,237,691","436,000","30,000","406,000","73,000",,,"-8,758,691","497,000","160,000","337,000","399,000","663,000","-264,000",11.36,3.1,3.27
20151112,2330,台積電,"16,485,910","5,091","2,284,668,490",138.5,139,138,138.5,+,1,"12,857,000","12,100,508","756,492","27,000","13,000","14,000","-237,000",,,"533,492","29,000","230,000","-201,000","103,000","139,000","-36,000",11.45,3.12,3.25
20151113,2330,台積電,"22,956,373","7,418","3,148,276,101",137.5,139,136,136,-,2.5,"13,444,697","20,829,933","-7,385,236","116,000","40,000","76,000","55,000",,,"-7,254,236","143,000","105,000","38,000","304,000","287,000","17,000",11.24,3.06,3.31
20151116,2330,台積電,"32,132,740","13,597","4,335,757,140",134,135.5,134,135,-,1,"12,632,000","24,868,487","-12,236,487","50,000","216,000","-166,000","615,000",,,"-11,787,487","331,000","28,000","303,000","422,000","110,000","312,000",11.16,3.04,3.33
20151117,2330,台積電,"28,224,719","11,370","3,926,485,043",138,140,137.5,138.5,+,3.5,"15,532,353","11,004,916","4,527,437","548,000","200,000","348,000","-721,000",,,"4,154,437","155,000","269,000","-114,000","165,000","772,000","-607,000",11.45,3.12,3.25
20151118,2330,台積電,"29,455,424","9,025","4,057,302,068",139.5,140,136.5,137,-,1.5,"18,065,813","23,714,818","-5,649,005","140,000",0,"140,000","275,000",,,"-5,234,005","611,000","182,000","429,000","123,000","277,000","-154,000",11.32,3.09,3.28
20151119,2330,台積電,"28,723,691","9,283","4,004,226,290",138.5,140.5,138,140.5,+,3.5,"20,487,000","13,524,603","6,962,397","142,000","229,000","-87,000","-243,801",,,"6,631,596","145,000","196,000","-51,000","72,199","265,000","-192,801",11.61,3.17,3.2
20151120,2330,台積電,"21,649,438","7,571","3,041,708,710",140.5,141,140,141,+,0.5,"17,971,147","11,445,483","6,525,664","215,000","186,000","29,000","-419,000",,,"6,135,664",0,"121,000","-121,000","43,000","341,000","-298,000",11.65,3.18,3.19
20151123,2330,台積電,"20,543,619","4,707","2,890,125,945",141,141.5,140,141, ,0,"18,560,549","15,092,000","3,468,549","39,000","134,000","-95,000","-148,199",,,"3,225,350","28,000","242,000","-214,000","163,801","98,000","65,801",11.65,3.18,3.19
20151124,2330,台積電,"23,245,808","5,910","3,261,352,468",140,141.5,139.5,139.5,-,1.5,"17,750,186","16,850,700","899,486",0,"90,000","-90,000","-378,000",,,"431,486","16,000","70,000","-54,000","123,000","447,000","-324,000",11.53,3.14,3.23
20151125,2330,台積電,"34,540,578","6,240","4,841,255,700",139.5,141,138.5,141,+,1.5,"31,614,870","28,571,322","3,043,548","218,000",0,"218,000","-13,996",,,"3,247,552","10,000","69,000","-59,000","251,004","206,000","45,004",11.65,3.18,3.19
20151126,2330,台積電,"32,927,905","9,850","4,672,046,212",141,142.5,140,142.5,+,1.5,"29,917,714","19,602,302","10,315,412","87,000","460,000","-373,000","147,000",,,"10,089,412","230,000","170,000","60,000","459,000","372,000","87,000",11.78,3.21,3.16
20151127,2330,台積電,"26,742,675","5,730","3,747,289,825",143,143,139,139,-,3.5,"16,923,000","24,497,734","-7,574,734","75,000","455,000","-380,000","142,996",,,"-7,811,738","70,000","90,000","-20,000","467,000","304,004","162,996",11.49,3.13,3.24
20151130,2330,台積電,"110,350,217","16,059","15,219,982,613",136.5,139,136,139, ,0,"82,738,653","103,882,058","-21,143,405","103,000",0,"103,000","1,064,000",,,"-19,976,405","206,000","29,000","177,000","1,117,000","230,000","887,000",11.49,3.13,3.24
20151201,2330,台積電,"48,931,728","15,965","6,882,084,076",140.5,142.5,138.5,142.5,+,3.5,"42,848,830","25,868,593","16,980,237","20,000","127,000","-107,000","-173,000",,,"16,700,237","436,000","13,000","423,000","255,000","851,000","-596,000",11.78,3.21,3.16
20151202,2330,台積電,"31,767,868","9,705","4,545,318,756",144,144,142,142.5, ,0,"26,293,500","18,771,445","7,522,055","42,000","404,000","-362,000","-293,000",,,"6,867,055","276,000","100,000","176,000","14,000","483,000","-469,000",11.78,3.21,3.16
20151203,2330,台積電,"28,204,644","5,048","4,013,101,755",141.5,143,141.5,142.5, ,0,"24,045,573","22,616,565","1,429,008","28,000","406,000","-378,000","274,000",,,"1,325,008","88,000",0,"88,000","256,000","70,000","186,000",11.78,3.21,3.16
20151204,2330,台積電,"31,780,733","10,122","4,481,042,445",141,142.5,140.5,140.5,-,2,"18,645,038","28,901,752","-10,256,714","46,000","187,000","-141,000","748,000",,,"-9,649,714","432,000","3,000","429,000","525,000","206,000","319,000",11.61,3.17,3.2
20151207,2330,台積電,"41,097,638","15,781","5,902,665,174",142,144.5,142,143.5,+,3,"30,317,000","14,168,334","16,148,666","1,307,000","90,000","1,217,000","-393,000",,,"16,972,666","160,000","535,000","-375,000","353,000","371,000","-18,000",11.86,3.23,3.14
20151208,2330,台積電,"34,037,222","9,537","4,846,422,179",143.5,144,141,142.5,-,1,"22,703,000","28,742,699","-6,039,699","991,000","67,000","924,000","137,000",,,"-4,978,699","102,000","172,000","-70,000","636,000","429,000","207,000",11.78,3.21,3.16
20151209,2330,台積電,"30,640,495","8,387","4,323,363,409",142,142,140.5,140.5,-,2,"19,230,160","27,432,702","-8,202,542","50,000","108,000","-58,000","207,500",,,"-8,053,042","70,000","112,000","-42,000","575,000","325,500","249,500",11.61,3.17,3.2
20151210,2330,台積電,"41,487,561","8,599","5,817,845,601",140.5,141.5,139,141,+,0.5,"25,680,000","35,976,950","-10,296,950","277,000","21,000","256,000","641,000",,,"-9,399,950","416,000","293,000","123,000","778,000","260,000","518,000",11.65,3.18,3.19
20151211,2330,台積電,"32,030,596","10,076","4,494,186,536",141,142,139,139.5,-,1.5,"19,289,364","26,349,019","-7,059,655","536,000","62,000","474,000","-326,500",,,"-6,912,155","37,000","34,000","3,000","280,000","609,500","-329,500",11.53,3.14,3.23
20151214,2330,台積電,"37,666,637","7,423","5,217,880,999",137.5,139.5,137.5,139,-,0.5,"29,735,438","31,099,169","-1,363,731","815,000","196,397","618,603","-26,000",,,"-771,128","153,000","256,000","-103,000","438,000","361,000","77,000",11.49,3.13,3.24
20151215,2330,台積電,"27,973,102","8,428","3,891,713,298",139.5,140.5,138,138,-,1,"19,357,320","21,190,871","-1,833,551","281,000","159,000","122,000","2,182",,,"-1,709,369","149,000","152,000","-3,000","204,000","198,818","5,182",11.4,3.11,3.26
20151216,2330,台積電,"58,669,086","23,243","8,381,627,759",142,144,141,143.5,+,5.5,"55,585,335","16,388,112","39,197,223","227,000","598,000","-371,000","-1,233,000",,,"37,593,223","738,000","972,000","-234,000","258,000","1,257,000","-999,000",11.86,3.23,3.14
20151217,2330,台積電,"34,710,663","13,019","5,005,823,882",144.5,145,143,145,+,1.5,"31,395,461","15,306,900","16,088,561","342,000","444,000","-102,000","-134,000",,,"15,852,561","82,000","36,000","46,000","109,000","289,000","-180,000",11.98,3.27,3.1
20151218,2330,台積電,"41,615,595","8,307","5,964,658,320",143,145,142,142,-,3,"36,544,048","31,020,199","5,523,849","311,000","235,000","76,000","340,818",,,"5,940,667","292,000","95,000","197,000","395,000","251,182","143,818",11.74,3.2,3.17
20151221,2330,台積電,"26,939,460","8,942","3,808,022,515",141.5,142.5,140.5,141.5,-,0.5,"16,853,296","21,072,959","-4,219,663","261,000","210,000","51,000","1,685,000",,,"-2,483,663","218,000","126,000","92,000","1,715,000","122,000","1,593,000",11.69,3.19,3.18
20151222,2330,台積電,"17,209,761","5,052","2,431,736,616",141,142,140.5,142,+,0.5,"12,907,693","10,603,767","2,303,926","11,000","119,000","-108,000","-154,000",,,"2,041,926","64,000","366,000","-302,000","410,000","262,000","148,000",11.74,3.2,3.17
20151223,2330,台積電,"18,152,173","5,631","2,576,333,960",141,143,140.5,141.5,-,0.5,"13,086,585","10,003,404","3,083,181","91,000","130,000","-39,000","-186,004",,,"2,858,177","36,000","26,000","10,000","375,996","572,000","-196,004",11.69,3.19,3.18
20151224,2330,台積電,"13,495,395","4,914","1,926,688,090",143,143.5,142,142,+,0.5,"11,284,825","6,842,943","4,441,882","10,000","252,000","-242,000","-370,000",,,"3,829,882","102,000","56,000","46,000","361,000","777,000","-416,000",11.74,3.2,3.17
20151225,2330,台積電,"6,168,635","1,797","880,104,962",142,143.5,142,143,+,1,"5,370,000","2,526,000","2,844,000","38,000","61,000","-23,000","-48,000",,,"2,773,000","17,000","18,000","-1,000","112,000","159,000","-47,000",11.82,3.22,3.15
20151228,2330,台積電,"10,831,155","4,191","1,555,902,665",143.5,144,143,143.5,+,0.5,"8,675,000","4,484,000","4,191,000","253,000","62,000","191,000","245,000",,,"4,627,000","181,000","55,000","126,000","415,000","296,000","119,000",11.86,3.23,3.14
20151229,2330,台積電,"12,968,379","6,037","1,848,992,618",143.5,144,141.5,142,-,1.5,"8,029,000","8,961,674","-932,674","154,000","260,000","-106,000","898,000",,,"-140,674","47,000","25,000","22,000","1,066,000","190,000","876,000",11.74,3.2,3.17
20151230,2330,台積電,"14,713,096","4,651","2,098,167,063",142.5,144,142,142.5,+,0.5,"10,851,319","10,342,243","509,076","240,000","168,000","72,000","83,995",,,"665,071","181,000","22,000","159,000","389,995","465,000","-75,005",11.78,3.21,3.16
20151231,2330,台積電,"18,677,987","4,188","2,671,826,764",142,144,141,143,+,0.5,"13,245,091","11,839,856","1,405,235","1,126,000","180,000","946,000","-34,991",,,"2,316,244","360,000","92,000","268,000","11,000","313,991","-302,991",11.82,3.22,3.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
