DateTime,Date,Volume,Transaction,Value,Open,High,Low,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet,PE-Ratio,PBR,Yield,Close
2015-11-10,20151110,23336811,9060,3261350610,141.5,141.5,139.0,-,2.5,10533000.0,18190255.0,-7657255.0,286000,186000,100000,489000,730000.0,241000.0,-7068255,11.49,3.39,3.23,139.5
2015-11-11,20151111,29463476,10751,4066008922,140.5,140.5,136.5,-,2.0,13887865.0,23125556.0,-9237691.0,436000,30000,406000,73000,896000.0,823000.0,-8758691,11.36,3.1,3.27,137.5
2015-11-12,20151112,16485910,5091,2284668490,138.5,139.0,138.0,+,1.0,12857000.0,12100508.0,756492.0,27000,13000,14000,-237000,132000.0,369000.0,533492,11.45,3.12,3.25,138.5
2015-11-13,20151113,22956373,7418,3148276101,137.5,139.0,136.0,-,2.5,13444697.0,20829933.0,-7385236.0,116000,40000,76000,55000,447000.0,392000.0,-7254236,11.24,3.06,3.31,136.0
2015-11-16,20151116,32132740,13597,4335757140,134.0,135.5,134.0,-,1.0,12632000.0,24868487.0,-12236487.0,50000,216000,-166000,615000,753000.0,138000.0,-11787487,11.16,3.04,3.33,135.0
2015-11-17,20151117,28224719,11370,3926485043,138.0,140.0,137.5,+,3.5,15532353.0,11004916.0,4527437.0,548000,200000,348000,-721000,320000.0,1041000.0,4154437,11.45,3.12,3.25,138.5
2015-11-18,20151118,29455424,9025,4057302068,139.5,140.0,136.5,-,1.5,18065813.0,23714818.0,-5649005.0,140000,0,140000,275000,734000.0,459000.0,-5234005,11.32,3.09,3.28,137.0
2015-11-19,20151119,28723691,9283,4004226290,138.5,140.5,138.0,+,3.5,20487000.0,13524603.0,6962397.0,142000,229000,-87000,-243801,217199.0,461000.0,6631596,11.61,3.17,3.2,140.5
2015-11-20,20151120,21649438,7571,3041708710,140.5,141.0,140.0,+,0.5,17971147.0,11445483.0,6525664.0,215000,186000,29000,-419000,43000.0,462000.0,6135664,11.65,3.18,3.19,141.0
2015-11-23,20151123,20543619,4707,2890125945,141.0,141.5,140.0, ,0.0,18560549.0,15092000.0,3468549.0,39000,134000,-95000,-148199,191801.0,340000.0,3225350,11.65,3.18,3.19,141.0
2015-11-24,20151124,23245808,5910,3261352468,140.0,141.5,139.5,-,1.5,17750186.0,16850700.0,899486.0,0,90000,-90000,-378000,139000.0,517000.0,431486,11.53,3.14,3.23,139.5
2015-11-25,20151125,34540578,6240,4841255700,139.5,141.0,138.5,+,1.5,31614870.0,28571322.0,3043548.0,218000,0,218000,-13996,261004.0,275000.0,3247552,11.65,3.18,3.19,141.0
2015-11-26,20151126,32927905,9850,4672046212,141.0,142.5,140.0,+,1.5,29917714.0,19602302.0,10315412.0,87000,460000,-373000,147000,689000.0,542000.0,10089412,11.78,3.21,3.16,142.5
2015-11-27,20151127,26742675,5730,3747289825,143.0,143.0,139.0,-,3.5,16923000.0,24497734.0,-7574734.0,75000,455000,-380000,142996,537000.0,394004.0,-7811738,11.49,3.13,3.24,139.0
2015-11-30,20151130,110350217,16059,15219982613,136.5,139.0,136.0, ,0.0,82738653.0,103882058.0,-21143405.0,103000,0,103000,1064000,1323000.0,259000.0,-19976405,11.49,3.13,3.24,139.0
2015-12-01,20151201,48931728,15965,6882084076,140.5,142.5,138.5,+,3.5,42848830.0,25868593.0,16980237.0,20000,127000,-107000,-173000,691000.0,864000.0,16700237,11.78,3.21,3.16,142.5
2015-12-02,20151202,31767868,9705,4545318756,144.0,144.0,142.0, ,0.0,26293500.0,18771445.0,7522055.0,42000,404000,-362000,-293000,290000.0,583000.0,6867055,11.78,3.21,3.16,142.5
2015-12-03,20151203,28204644,5048,4013101755,141.5,143.0,141.5, ,0.0,24045573.0,22616565.0,1429008.0,28000,406000,-378000,274000,344000.0,70000.0,1325008,11.78,3.21,3.16,142.5
2015-12-04,20151204,31780733,10122,4481042445,141.0,142.5,140.5,-,2.0,18645038.0,28901752.0,-10256714.0,46000,187000,-141000,748000,957000.0,209000.0,-9649714,11.61,3.17,3.2,140.5
2015-12-07,20151207,41097638,15781,5902665174,142.0,144.5,142.0,+,3.0,30317000.0,14168334.0,16148666.0,1307000,90000,1217000,-393000,513000.0,906000.0,16972666,11.86,3.23,3.14,143.5
2015-12-08,20151208,34037222,9537,4846422179,143.5,144.0,141.0,-,1.0,22703000.0,28742699.0,-6039699.0,991000,67000,924000,137000,738000.0,601000.0,-4978699,11.78,3.21,3.16,142.5
2015-12-09,20151209,30640495,8387,4323363409,142.0,142.0,140.5,-,2.0,19230160.0,27432702.0,-8202542.0,50000,108000,-58000,207500,645000.0,437500.0,-8053042,11.61,3.17,3.2,140.5
2015-12-10,20151210,41487561,8599,5817845601,140.5,141.5,139.0,+,0.5,25680000.0,35976950.0,-10296950.0,277000,21000,256000,641000,1194000.0,553000.0,-9399950,11.65,3.18,3.19,141.0
2015-12-11,20151211,32030596,10076,4494186536,141.0,142.0,139.0,-,1.5,19289364.0,26349019.0,-7059655.0,536000,62000,474000,-326500,317000.0,643500.0,-6912155,11.53,3.14,3.23,139.5
2015-12-14,20151214,37666637,7423,5217880999,137.5,139.5,137.5,-,0.5,29735438.0,31099169.0,-1363731.0,815000,196397,618603,-26000,591000.0,617000.0,-771128,11.49,3.13,3.24,139.0
2015-12-15,20151215,27973102,8428,3891713298,139.5,140.5,138.0,-,1.0,19357320.0,21190871.0,-1833551.0,281000,159000,122000,2182,353000.0,350818.0,-1709369,11.4,3.11,3.26,138.0
2015-12-16,20151216,58669086,23243,8381627759,142.0,144.0,141.0,+,5.5,55585335.0,16388112.0,39197223.0,227000,598000,-371000,-1233000,996000.0,2229000.0,37593223,11.86,3.23,3.14,143.5
2015-12-17,20151217,34710663,13019,5005823882,144.5,145.0,143.0,+,1.5,31395461.0,15306900.0,16088561.0,342000,444000,-102000,-134000,191000.0,325000.0,15852561,11.98,3.27,3.1,145.0
2015-12-18,20151218,41615595,8307,5964658320,143.0,145.0,142.0,-,3.0,36544048.0,31020199.0,5523849.0,311000,235000,76000,340818,687000.0,346182.0,5940667,11.74,3.2,3.17,142.0
2015-12-21,20151221,26939460,8942,3808022515,141.5,142.5,140.5,-,0.5,16853296.0,21072959.0,-4219663.0,261000,210000,51000,1685000,1933000.0,248000.0,-2483663,11.69,3.19,3.18,141.5
2015-12-22,20151222,17209761,5052,2431736616,141.0,142.0,140.5,+,0.5,12907693.0,10603767.0,2303926.0,11000,119000,-108000,-154000,474000.0,628000.0,2041926,11.74,3.2,3.17,142.0
2015-12-23,20151223,18152173,5631,2576333960,141.0,143.0,140.5,-,0.5,13086585.0,10003404.0,3083181.0,91000,130000,-39000,-186004,411996.0,598000.0,2858177,11.69,3.19,3.18,141.5
2015-12-24,20151224,13495395,4914,1926688090,143.0,143.5,142.0,+,0.5,11284825.0,6842943.0,4441882.0,10000,252000,-242000,-370000,463000.0,833000.0,3829882,11.74,3.2,3.17,142.0
2015-12-25,20151225,6168635,1797,880104962,142.0,143.5,142.0,+,1.0,5370000.0,2526000.0,2844000.0,38000,61000,-23000,-48000,129000.0,177000.0,2773000,11.82,3.22,3.15,143.0
2015-12-28,20151228,10831155,4191,1555902665,143.5,144.0,143.0,+,0.5,8675000.0,4484000.0,4191000.0,253000,62000,191000,245000,596000.0,351000.0,4627000,11.86,3.23,3.14,143.5
2015-12-29,20151229,12968379,6037,1848992618,143.5,144.0,141.5,-,1.5,8029000.0,8961674.0,-932674.0,154000,260000,-106000,898000,1113000.0,215000.0,-140674,11.74,3.2,3.17,142.0
2015-12-30,20151230,14713096,4651,2098167063,142.5,144.0,142.0,+,0.5,10851319.0,10342243.0,509076.0,240000,168000,72000,83995,570995.0,487000.0,665071,11.78,3.21,3.16,142.5
2015-12-31,20151231,18677987,4188,2671826764,142.0,144.0,141.0,+,0.5,13245091.0,11839856.0,1405235.0,1126000,180000,946000,-34991,371000.0,405991.0,2316244,11.82,3.22,3.15,143.0
2016-01-04,20160104,43800291,14188,6137797502,142.5,143.5,139.0,-,3.5,17380120.0,37919486.0,-20539366.0,959000,553000,406000,1657000,2108000.0,451000.0,-18476366,11.53,3.14,3.23,139.5
2016-01-05,20160105,46502108,15836,6436850512,139.0,140.0,137.0,-,1.5,19885677.0,25850410.0,-5964733.0,118000,438000,-320000,1082000,1789000.0,707000.0,-5202733,11.4,3.11,3.26,138.0
2016-01-06,20160106,53873344,15926,7321139064,138.0,138.0,135.0,-,2.5,20734555.0,36825835.0,-16091280.0,52000,607000,-555000,43000,985000.0,942000.0,-16603280,11.2,3.05,3.32,135.5
2016-01-07,20160107,63475065,19061,8432791819,134.5,135.0,130.5,-,2.5,25788517.0,43744530.0,-17956013.0,5000,851284,-846284,2059000,3903000.0,1844000.0,-16743297,10.99,3.0,3.38,133.0
2016-01-08,20160108,52641383,11784,7022206705,132.0,135.0,132.0,+,1.0,40046801.0,41026810.0,-980009.0,139000,258000,-119000,-198000,2052000.0,2250000.0,-1297009,11.07,3.02,3.36,134.0
2016-01-11,20160111,48536267,10980,6430758978,133.0,134.5,130.5,-,1.0,35535653.0,38794100.0,-3258447.0,109000,327000,-218000,-1519000,1599000.0,3118000.0,-4995447,10.99,3.0,3.38,133.0
2016-01-12,20160112,35133164,9492,4657051312,133.0,134.0,131.5, ,0.0,20320000.0,27791305.0,-7471305.0,56000,9000,47000,-390000,1632000.0,2022000.0,-7814305,10.99,3.0,3.38,133.0
2016-01-13,20160113,50237061,9488,6719817674,133.5,135.5,133.0,+,0.5,41387908.0,34786132.0,6601776.0,94000,531000,-437000,-1831000,632000.0,2463000.0,4333776,11.03,3.01,3.37,133.5
2016-01-14,20160114,39498490,14501,5177864180,130.5,132.0,130.5,-,2.0,21530485.0,25666361.0,-4135876.0,0,200000,-200000,-778000,1143000.0,1921000.0,-5113876,10.87,2.96,3.42,131.5
2016-01-15,20160115,79648971,20280,10911032870,137.5,138.0,135.5,+,5.5,61989516.0,37200259.0,24789257.0,2162000,365000,1797000,-1612000,2176000.0,3788000.0,24974257,11.32,3.09,3.28,137.0
2016-01-18,20160118,37008681,11947,5054777797,135.0,138.0,134.5, ,0.0,27082522.0,27259352.0,-176830.0,2162000,194000,1968000,930000,1269000.0,339000.0,2721170,11.32,3.09,3.28,137.0
2016-01-19,20160119,24995537,8146,3422485906,137.5,138.0,136.0,+,1.0,16008886.0,15625712.0,383174.0,319000,190000,129000,258000,1129000.0,871000.0,770174,11.4,3.11,3.26,138.0
2016-01-20,20160120,44423192,13799,6000662670,137.5,137.5,133.5,-,3.5,28751564.0,32804538.0,-4052974.0,525000,350000,175000,-912000,2236000.0,3148000.0,-4789974,11.12,3.03,3.35,134.5
2016-01-21,20160121,31957378,9956,4320114707,134.0,136.5,134.0,+,0.5,24203859.0,23722401.0,481458.0,318000,292000,26000,-1554000,1213000.0,2767000.0,-1046542,11.16,3.04,3.33,135.0
2016-01-22,20160122,33926219,12684,4657789586,136.5,138.5,136.0,+,3.5,28518000.0,17966718.0,10551282.0,307000,0,307000,-1709000,604000.0,2313000.0,9149282,11.45,3.12,3.25,138.5
2016-01-25,20160125,27213347,9105,3800915858,140.0,140.0,139.0,+,1.0,22272334.0,15120411.0,7151923.0,93000,707000,-614000,224160,904000.0,679840.0,6762083,11.53,3.14,3.23,139.5
2016-01-26,20160126,24102538,6584,3325848455,137.5,139.0,137.0,-,2.0,16131853.0,18724770.0,-2592917.0,741000,0,741000,269627,872000.0,602373.0,-1582290,11.36,3.1,3.27,137.5
2016-01-27,20160127,24547614,8368,3417457021,139.0,139.5,138.5,+,2.0,20707551.0,16477972.0,4229579.0,257000,50000,207000,-1240000,66000.0,1306000.0,3196579,11.53,3.14,3.23,139.5
2016-01-28,20160128,37913413,9746,5281967085,138.0,140.5,138.0,+,0.5,30654000.0,19920646.0,10733354.0,410000,918000,-508000,428151,1770151.0,1342000.0,10653505,11.57,3.15,3.21,140.0
2016-01-29,20160129,57557576,14517,8136870712,138.5,143.0,138.0,+,3.0,51040805.0,31185040.0,19855765.0,51000,327000,-276000,596004,1760004.0,1164000.0,20175769,11.82,3.22,3.15,143.0
2016-01-30,20160130,11865065,6143,1683794730,142.5,143.0,141.0,-,1.0,4913000.0,679000.0,4234000.0,215000,182000,33000,1438000,1554000.0,116000.0,5705000,11.74,3.2,3.17,142.0
2016-02-01,20160201,43828461,12189,6278170924,144.0,144.0,141.5,+,2.0,40191053.0,12998258.0,27192795.0,29000,0,29000,-768000,767000.0,1535000.0,26453795,11.9,3.24,3.13,144.0
2016-02-02,20160202,25400755,7725,3624574210,144.0,144.5,141.5,-,1.5,19342438.0,16905709.0,2436729.0,37000,1000,36000,1185058,1878058.0,693000.0,3657787,11.78,3.21,3.16,142.5
2016-02-03,20160203,71652894,18892,10413868630,145.0,146.0,144.5,+,3.5,64246323.0,30797644.0,33448679.0,30000,17000,13000,-1411000,401000.0,1812000.0,32050679,12.07,3.29,4.11,146.0
2016-02-15,20160215,77064578,21814,11147911270,142.0,146.5,142.0,-,1.0,62699214.0,61724560.0,974654.0,134000,15560,118440,448000,1904000.0,1456000.0,1541094,12.27,3.08,4.14,145.0
2016-02-16,20160216,56361967,17135,8269447009,146.0,148.0,145.5,+,2.5,47880409.0,30875527.0,17004882.0,20000,212000,-192000,616500,1514500.0,898000.0,17429382,12.48,3.13,4.07,147.5
2016-02-17,20160217,38486773,13872,5700550482,149.0,149.0,147.0,+,0.5,30486127.0,16405117.0,14081010.0,87000,93000,-6000,1802500,3366500.0,1564000.0,15877510,12.52,3.14,4.05,148.0
2016-02-18,20160218,61877408,22057,9304766800,150.0,151.0,149.5,+,3.0,54796244.0,19365226.0,35431018.0,120000,34000,86000,-595000,514000.0,1109000.0,34922018,12.77,3.21,3.97,151.0
2016-02-19,20160219,37444703,10981,5618619050,149.0,151.0,149.0, ,0.0,32997886.0,22250130.0,10747756.0,71000,92000,-21000,841000,1198000.0,357000.0,11567756,12.77,3.21,3.97,151.0
2016-02-22,20160222,29751439,9155,4489653531,149.5,152.5,149.5, ,0.0,24721000.0,10019603.0,14701397.0,45000,60000,-15000,-280000,1356000.0,1636000.0,14406397,12.77,3.21,3.97,151.0
2016-02-23,20160223,22500491,8897,3365510724,150.5,151.0,149.0,-,1.5,15344966.0,13550638.0,1794328.0,66000,126000,-60000,462000,685000.0,223000.0,2196328,12.65,3.17,4.01,149.5
2016-02-24,20160224,22082824,7979,3279735952,149.5,150.5,147.0,-,1.5,15040456.0,13886075.0,1154381.0,0,96000,-96000,83000,744000.0,661000.0,1141381,12.52,3.14,4.05,148.0
2016-02-25,20160225,25233069,11234,3783097850,149.0,151.0,148.5,+,2.5,23302824.0,8709617.0,14593207.0,54000,25000,29000,-644000,450000.0,1094000.0,13978207,12.73,3.19,3.99,150.5
2016-02-26,20160226,46425984,9939,6913777396,151.0,151.5,148.0,-,1.5,35157000.0,29642676.0,5514324.0,207000,605000,-398000,2541000,2646000.0,105000.0,7657324,12.61,3.16,4.03,149.0
2016-03-01,20160301,44046047,12003,6637110793,148.5,152.0,148.5,+,3.0,37320874.0,28884621.0,8436253.0,316000,155000,161000,-320000,202000.0,522000.0,8277253,12.86,3.23,3.95,152.0
2016-03-02,20160302,36101650,11075,5548587572,154.0,154.5,153.0,+,1.0,28723421.0,14352634.0,14370787.0,858000,69000,789000,7000,373000.0,366000.0,15166787,12.94,3.25,3.92,153.0
2016-03-03,20160303,28867121,10112,4438187013,154.0,154.5,153.0,+,1.0,26475700.0,10117098.0,16358602.0,0,64000,-64000,-1118000,77000.0,1195000.0,15176602,13.03,3.27,3.9,154.0
2016-03-04,20160304,37794356,10724,5763190355,153.0,153.5,151.5,-,1.5,28781473.0,29045767.0,-264294.0,0,401000,-401000,1405000,1834000.0,429000.0,739706,12.9,3.24,3.93,152.5
2016-03-07,20160307,24052580,7324,3655841160,152.5,153.5,151.0,-,0.5,19263501.0,19286165.0,-22664.0,296000,202000,94000,141000,567000.0,426000.0,212336,12.86,3.23,3.95,152.0
2016-03-08,20160308,40643284,13764,6126859884,151.0,152.0,149.5, ,0.0,32456008.0,25931608.0,6524400.0,99000,240000,-141000,889000,1359000.0,470000.0,7272400,12.86,3.23,3.95,152.0
2016-03-09,20160309,24634641,9423,3739057432,152.0,153.0,150.5,+,1.0,22674673.0,10467734.0,12206939.0,6000,375000,-369000,-625000,427000.0,1052000.0,11212939,12.94,3.25,3.92,153.0
2016-03-10,20160310,31343947,10930,4806652328,153.0,154.5,151.5,+,1.5,28878000.0,14777460.0,14100540.0,316000,303000,13000,-1327000,222000.0,1549000.0,12786540,13.07,3.28,3.88,154.5
2016-03-11,20160311,31297178,11727,4837597155,154.5,155.0,153.0,+,0.5,28609809.0,13517925.0,15091884.0,238000,69000,169000,-424652,431000.0,855652.0,14836232,13.11,3.29,3.87,155.0
2016-03-14,20160314,32987563,11927,5161781768,156.5,157.5,155.5,+,1.0,25996500.0,7425708.0,18570792.0,12000,387000,-375000,100000,884000.0,784000.0,18295792,13.2,3.31,3.85,156.0
2016-03-15,20160315,29437607,12260,4559507978,155.0,156.5,153.0,-,1.5,22319182.0,15151714.0,7167468.0,20000,406000,-386000,440000,1325000.0,885000.0,7221468,13.07,3.28,3.88,154.5
2016-03-16,20160316,31126817,9853,4833620497,155.5,156.0,154.0,+,1.5,27655000.0,13982942.0,13672058.0,50000,236000,-186000,285000,1014000.0,729000.0,13771058,13.2,3.31,3.85,156.0
2016-03-17,20160317,52228954,14989,8305206845,159.5,160.0,157.5,+,2.5,47350200.0,16559630.0,30790570.0,0,380000,-380000,-2228000,588000.0,2816000.0,28182570,13.41,3.36,3.79,158.5
2016-03-18,20160318,57866711,12106,9212470709,158.5,159.5,158.5,+,1.0,54811811.0,28581118.0,26230693.0,255000,369000,-114000,-539000,105000.0,644000.0,25577693,13.49,3.39,3.76,159.5
2016-03-21,20160321,27687094,9380,4409309006,160.0,160.0,158.0,+,0.5,24319770.0,11718217.0,12601553.0,5000,261000,-256000,313000,519000.0,206000.0,12658553,13.54,3.4,3.75,160.0
2016-03-22,20160322,29303958,11945,4629935904,159.5,159.5,157.0,-,1.5,22180313.0,17766609.0,4413704.0,0,93000,-93000,770000,1335000.0,565000.0,5090704,13.41,3.36,3.79,158.5
2016-03-23,20160323,29439666,8670,4683223247,158.5,159.5,158.0,+,1.0,28104285.0,17220283.0,10884002.0,0,369000,-369000,-907000,55000.0,962000.0,9608002,13.49,3.39,3.76,159.5
2016-03-24,20160324,25198949,8841,3975166192,158.0,159.0,157.0,-,1.0,18573027.0,13070900.0,5502127.0,36000,634000,-598000,986000,1577000.0,591000.0,5890127,13.41,3.36,3.79,158.5
2016-03-25,20160325,10970033,5593,1727600287,158.5,159.0,157.0,-,0.5,4722000.0,3271400.0,1450600.0,0,371000,-371000,449000,715000.0,266000.0,1528600,13.37,3.35,3.8,158.0
2016-03-28,20160328,15857144,6212,2513686562,158.0,159.0,157.0,+,1.0,12433800.0,4609992.0,7823808.0,9000,624000,-615000,-690000,147000.0,837000.0,6518808,13.45,3.38,3.77,159.0
2016-03-29,20160329,19152246,7098,3039163868,158.5,159.5,158.0, ,0.0,14197000.0,8619625.0,5577375.0,120000,687000,-567000,-1489000,141000.0,1630000.0,3521375,13.45,3.38,3.77,159.0
2016-03-30,20160330,46113332,14484,7394950933,158.5,162.0,158.5,+,2.5,35832900.0,21020482.0,14812418.0,664000,449000,215000,211000,1137000.0,926000.0,15238418,13.66,3.43,3.72,161.5
2016-03-31,20160331,54094182,14511,8719278002,162.0,163.0,159.0,+,0.5,41492403.0,33505495.0,7986908.0,694000,67000,627000,596000,2703000.0,2107000.0,9209908,13.71,3.44,3.7,162.0
2016-04-01,20160401,34544879,10001,5490320944,161.0,161.0,157.5,-,3.5,19877400.0,25597956.0,-5720556.0,219000,196000,23000,1494615,1992615.0,498000.0,-4202941,13.41,3.36,3.79,158.5
2016-04-06,20160406,63133315,19206,9740564255,155.5,156.0,153.5,-,5.0,37550532.0,52901435.0,-15350903.0,67000,244000,-177000,3732385,3890000.0,157615.0,-11795518,12.99,3.26,3.91,153.5
2016-04-07,20160407,35933073,10086,5527003723,155.0,155.0,152.5,+,1.0,20230763.0,24427006.0,-4196243.0,86000,272000,-186000,-2289000,638000.0,2927000.0,-6671243,13.07,3.28,3.88,154.5
2016-04-08,20160408,42324696,12800,6638324522,154.0,158.0,154.0,+,3.0,24520357.0,24994153.0,-473796.0,41000,354000,-313000,-2464000,279000.0,2743000.0,-3250796,13.32,3.34,3.81,157.5
2016-04-11,20160411,23189461,6917,3653174233,156.0,159.0,155.5,+,1.0,10481540.0,14826460.0,-4344920.0,0,258000,-258000,-279000,733000.0,1012000.0,-4881920,13.41,3.36,3.79,158.5
2016-04-12,20160412,14877049,4707,2355629198,157.5,159.5,157.5, ,0.0,8169000.0,10349730.0,-2180730.0,163000,5000,158000,-122000,597000.0,719000.0,-2144730,13.41,3.36,3.79,158.5
2016-04-13,20160413,40333113,12488,6494549624,160.0,162.0,159.5,+,3.0,35651965.0,13007237.0,22644728.0,54000,521000,-467000,-874000,853000.0,1727000.0,21303728,13.66,3.43,3.72,161.5
2016-04-14,20160414,31377056,10380,5048472016,162.0,162.5,160.0, ,0.0,23668000.0,16530644.0,7137356.0,50000,191000,-141000,1876000,2274000.0,398000.0,8872356,13.66,3.43,3.72,161.5
2016-04-15,20160415,50339512,17202,7971481408,157.0,160.0,156.0,-,2.0,29775765.0,33341602.0,-3565837.0,20000,1082260,-1062260,126000,1581000.0,1455000.0,-4502097,13.49,3.39,3.76,159.5
2016-04-18,20160418,20876425,7888,3294127620,158.0,158.5,157.5,-,1.5,12035763.0,17226255.0,-5190492.0,39000,346740,-307740,274000,998000.0,724000.0,-5224232,13.37,3.35,3.8,158.0
2016-04-19,20160419,27622018,9884,4378113806,160.0,161.0,157.0,-,0.5,14285345.0,18852495.0,-4567150.0,118000,275000,-157000,27000,1599000.0,1572000.0,-4697150,13.32,3.34,3.81,157.5
2016-04-20,20160420,43418112,16130,6743768418,157.5,158.0,154.0,-,3.5,21775950.0,32411531.0,-10635581.0,84000,708000,-624000,421999,1507000.0,1085001.0,-10837582,13.03,3.27,3.9,154.0
2016-04-21,20160421,30419233,11654,4748320930,156.0,157.0,154.0,+,3.0,24344548.0,13177684.0,11166864.0,125000,298000,-173000,-1184000,257000.0,1441000.0,9809864,13.28,3.33,3.82,157.0
2016-04-22,20160422,29237052,6485,4585332483,155.5,158.0,155.0,-,0.5,25069020.0,17596365.0,7472655.0,16000,102000,-86000,-2240749,355000.0,2595749.0,5145906,13.24,3.32,3.83,156.5
2016-04-25,20160425,14669483,5007,2304985871,156.5,157.5,156.0,+,1.0,11925989.0,9734929.0,2191060.0,4000,261000,-257000,59000,483000.0,424000.0,1993060,13.32,3.34,3.81,157.5
2016-04-26,20160426,18539344,5208,2921600608,156.5,158.5,156.5,+,0.5,16169923.0,14880741.0,1289182.0,158000,143000,15000,363000,518000.0,155000.0,1667182,13.37,3.35,3.8,158.0
2016-04-27,20160427,36967022,6783,5787771232,156.0,157.5,155.5,-,1.5,28004068.0,34663138.0,-6659070.0,255000,41000,214000,2868000,3123000.0,255000.0,-3577070,13.24,3.32,3.83,156.5
2016-04-28,20160428,49282820,15032,7596743626,157.5,158.0,153.0,-,3.5,25386476.0,41684100.0,-16297624.0,18000,291000,-273000,1452000,2952000.0,1500000.0,-15118624,12.94,3.25,3.92,153.0
2016-04-29,20160429,75959754,18838,11394504924,151.0,151.0,149.0,-,3.0,37765618.0,66262467.0,-28496849.0,0,1187000,-1187000,2040000,2499000.0,459000.0,-27643849,12.69,3.18,4.0,150.0
2016-05-03,20160503,68909160,21279,10159653180,148.0,148.5,146.5,-,2.5,16652487.0,63959515.0,-47307028.0,7000,380000,-373000,2474000,3035000.0,561000.0,-45206028,12.48,3.13,4.07,147.5
2016-05-04,20160504,55586383,13521,8191113993,147.0,149.0,146.5,-,0.5,23512540.0,50354331.0,-26841791.0,10000,165000,-155000,1010000,1449000.0,439000.0,-25986791,12.44,3.12,4.08,147.0
2016-05-05,20160505,40687466,9466,5994815468,147.5,148.5,146.0,+,0.5,23891785.0,37758202.0,-13866417.0,127000,53000,74000,1451000,1744000.0,293000.0,-12341417,12.48,3.13,4.07,147.5
2016-05-06,20160506,39401142,8372,5824459658,148.5,148.5,147.0,+,0.5,30192917.0,36329176.0,-6136259.0,11000,19000,-8000,123000,607000.0,484000.0,-6021259,12.52,3.14,4.05,148.0
2016-05-09,20160509,39783802,12836,5865540512,148.5,149.0,146.5,-,0.5,24509300.0,34812293.0,-10302993.0,145000,0,145000,-905000,319000.0,1224000.0,-11062993,12.48,3.13,4.07,147.5
2016-05-10,20160510,39210189,8956,5773106349,147.0,148.0,146.5,-,0.5,27595804.0,36472619.0,-8876815.0,124107,0,124107,444000,1262000.0,818000.0,-8308708,12.44,3.12,4.08,147.0
2016-05-11,20160511,45610564,11477,6728618767,148.5,149.0,146.5, ,0.0,23622636.0,40207253.0,-16584617.0,461938,40000,421938,-156000,1043000.0,1199000.0,-16318679,13.04,2.98,4.08,147.0
2016-05-12,20160512,24008945,7183,3525768415,147.0,148.0,146.0,-,1.0,12719000.0,19946830.0,-7227830.0,54000,200000,-146000,-712000,261000.0,973000.0,-8085830,12.95,2.96,4.11,146.0
2016-05-13,20160513,60713306,19508,8748587885,145.0,145.5,143.0,-,2.0,21174000.0,54670407.0,-33496407.0,329000,9000,320000,934000,1690000.0,756000.0,-32242407,12.78,2.92,4.17,144.0
2016-05-16,20160516,32239094,9667,4658963140,143.0,145.5,143.0,+,0.5,16222000.0,25969619.0,-9747619.0,616000,67000,549000,-77000,661000.0,738000.0,-9275619,12.82,2.93,4.15,144.5
2016-05-17,20160517,32716713,8501,4782396061,145.5,147.0,145.0,+,2.5,18839000.0,26699348.0,-7860348.0,610000,50000,560000,-13000,1044000.0,1057000.0,-7313348,13.04,2.98,4.08,147.0
2016-05-18,20160518,31106657,9452,4552181579,146.0,147.0,145.0, ,0.0,20789723.0,26726267.0,-5936544.0,100000,27000,73000,440000,1281000.0,841000.0,-5423544,13.04,2.98,4.08,147.0
2016-05-19,20160519,35192869,8803,5165152743,148.0,148.5,145.5, ,0.0,23100500.0,30080147.0,-6979647.0,321000,44000,277000,-1132000,347000.0,1479000.0,-7834647,13.04,2.98,4.08,147.0
2016-05-20,20160520,38046045,9513,5647033644,147.5,149.5,147.0,+,1.5,30213084.0,24041335.0,6171749.0,351000,68000,283000,-3769000,571000.0,4340000.0,2685749,13.18,3.01,4.04,148.5
2016-05-23,20160523,50174359,16914,7660606060,150.5,154.5,149.5,+,5.5,37929199.0,24540718.0,13388481.0,2867000,12000,2855000,48000,1077000.0,1029000.0,16291481,13.66,3.12,3.9,154.0
2016-05-24,20160524,25677620,8713,3904883920,152.5,153.5,151.0,-,3.0,14396247.0,19903515.0,-5507268.0,86000,358000,-272000,781000,978000.0,197000.0,-4998268,13.4,3.06,3.97,151.0
2016-05-25,20160525,35410557,10548,5441691960,153.5,155.0,152.5,+,3.5,32483997.0,20121100.0,12362897.0,681000,71000,610000,-1023000,183000.0,1206000.0,11949897,13.71,3.13,3.88,154.5
2016-05-26,20160526,18822152,8493,2908894278,154.5,155.0,153.5,+,0.5,17094000.0,13006800.0,4087200.0,158000,33000,125000,-313000,80000.0,393000.0,3899200,13.75,3.14,3.87,155.0
2016-05-27,20160527,26617621,7672,4146288768,156.0,156.5,154.5,+,1.5,23274300.0,17518735.0,5755565.0,331000,0,331000,-243000,421000.0,664000.0,5843565,13.89,3.17,3.83,156.5
