Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,本益比,股價淨值比,殖利率,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商)
20150512,2330,台積電,"24,956,498","6,593","3,687,151,073",147,148.5,147,147.5,-,1,"20,049,175","21,229,345","-1,180,170","178,000","121,000","57,000","632,000",,,"-491,170",14.49,3.4,3.05,"755,000","30,000","725,000","124,000","217,000","-93,000",,,
20150513,2330,台積電,"19,437,537","5,694","2,880,697,082",147.5,149,147,148,+,0.5,"14,107,227","12,447,722","1,659,505","349,000","74,000","275,000","1,066,000",,,"3,000,505",13.01,3.41,3.04,"1,213,000","279,000","934,000","274,000","142,000","132,000",,,
20150514,2330,台積電,"39,888,654","12,300","5,860,602,872",148,148.5,146,146,-,2,"27,280,000","31,735,333","-4,455,333","118,000","18,000","100,000","129,000",,,"-4,226,333",12.83,3.37,3.08,"616,000","169,000","447,000","199,000","517,000","-318,000",,,
20150515,2330,台積電,"24,831,890","8,186","3,627,515,848",147,147,145,146.5,+,0.5,"16,085,260","14,001,392","2,083,868","22,000","267,000","-245,000","-1,275,000",,,"563,868",12.87,3.38,3.07,"170,000","1,336,000","-1,166,000","139,000","248,000","-109,000",,,
20150518,2330,台積電,"26,212,375","7,178","3,823,751,806",147,147,145,146.5, ,0,"19,046,000","19,986,000","-940,000","8,000","561,000","-553,000","-289,000",,,"-1,782,000",12.87,3.38,3.07,"100,000","414,000","-314,000","135,000","110,000","25,000",,,
20150519,2330,台積電,"26,321,396","9,418","3,852,118,475",145.5,147.5,145,146.5, ,0,"15,650,224","16,543,196","-892,972","18,000","487,000","-469,000","-1,193,000",,,"-2,554,972",12.87,3.38,3.07,"425,000","2,075,000","-1,650,000","608,000","151,000","457,000",,,
20150520,2330,台積電,"26,984,912","10,516","3,949,956,564",146.5,147,146,146.5, ,0,"20,219,507","20,055,300","164,207","114,000","637,000","-523,000","-613,000",,,"-971,793",12.87,3.38,3.07,"288,000","868,000","-580,000","287,000","320,000","-33,000",,,
20150521,2330,台積電,"41,286,686","12,871","5,995,895,156",146,146.5,144.5,145.5,-,1,"23,861,100","30,468,382","-6,607,282","15,000","653,000","-638,000","-840,000",,,"-8,085,282",12.79,3.36,3.09,"564,000","1,518,000","-954,000","211,000","97,000","114,000",,,
20150522,2330,台積電,"22,103,852","6,813","3,229,666,392",146,147,145,145.5, ,0,"7,810,000","16,478,901","-8,668,901","10,000","642,000","-632,000","-136,000",,,"-9,436,901",12.79,3.36,3.09,"182,000","407,000","-225,000","191,000","102,000","89,000",,,
20150525,2330,台積電,"16,323,218","5,998","2,396,692,046",146.5,147.5,145.5,147.5,+,2,"7,969,000","7,663,000","306,000","208,000","727,000","-519,000","840,000",,,"627,000",12.96,3.4,3.05,"956,000","117,000","839,000","132,000","131,000","1,000",,,
20150526,2330,台積電,"16,069,726","6,148","2,368,218,823",148.5,148.5,146.5,146.5,-,1,"11,033,855","10,157,264","876,591","37,000","37,000",0,"-107,006",,,"769,585",12.87,3.38,3.07,"38,000","94,000","-56,000","247,994","299,000","-51,006",,,
20150527,2330,台積電,"24,257,941","6,869","3,536,266,849",145.5,147,145,145,-,1.5,"9,514,758","21,429,057","-11,914,299","10,000","46,000","-36,000","398,000",,,"-11,552,299",12.74,3.35,3.1,"338,000","395,000","-57,000","455,000",0,"455,000",,,
20150528,2330,台積電,"36,704,395","10,259","5,388,568,653",147,147.5,146,147,+,2,"28,160,894","26,687,365","1,473,529","40,000","573,000","-533,000","-20,000",,,"920,529",12.92,3.39,3.06,"254,000","528,000","-274,000","536,000","282,000","254,000",,,
20150529,2330,台積電,"61,983,862","8,252","9,053,910,953",147,147.5,145.5,146,-,1,"52,414,254","59,042,367","-6,628,113","124,000","187,000","-63,000","1,367,000",,,"-5,324,113",12.83,3.37,3.08,"1,296,000","151,000","1,145,000","273,000","51,000","222,000",,,
20150601,2330,台積電,"31,646,861","9,735","4,585,709,246",145.5,146,144,145,-,1,"9,722,200","26,927,000","-17,204,800","12,000","93,000","-81,000","-128,000",,,"-17,413,800",12.74,3.35,3.1,"172,000","785,000","-613,000","590,000","105,000","485,000",,,
20150602,2330,台積電,"33,433,403","10,752","4,812,699,032",144.5,144.5,143.5,144,-,1,"17,119,968","22,967,000","-5,847,032","4,000","3,339,000","-3,335,000","-1,410,994",,,"-10,593,026",12.65,3.32,3.13,"320,000","1,487,000","-1,167,000","76,006","320,000","-243,994",,,
20150603,2330,台積電,"30,174,690","7,788","4,333,388,014",143.5,144.5,143,143,-,1,"20,738,000","21,880,009","-1,142,009","2,000","1,286,000","-1,284,000","-2,540,000",,,"-4,966,009",12.57,3.3,3.15,"50,000","1,568,000","-1,518,000","14,000","1,036,000","-1,022,000",,,
20150604,2330,台積電,"62,313,192","17,920","8,793,986,209",142,142.5,140,141,-,2,"26,405,000","49,248,600","-22,843,600","17,000","1,179,113","-1,162,113","210,000",,,"-23,795,713",12.39,3.25,3.19,"1,195,000","573,000","622,000","222,000","634,000","-412,000",,,
20150605,2330,台積電,"42,846,692","13,335","5,990,378,661",139.5,140.5,139,140,-,1,"16,716,522","30,107,553","-13,391,031","25,000","755,000","-730,000","-406,000",,,"-14,527,031",12.3,3.23,3.21,"514,000","514,000",0,"85,000","491,000","-406,000",,,
20150608,2330,台積電,"45,637,640","17,131","6,346,411,738",139.5,140,138.5,138.5,-,1.5,"11,225,000","39,997,642","-28,772,642",0,"1,174,000","-1,174,000","382,000",,,"-29,564,642",12.17,3.2,3.25,"357,000","91,000","266,000","995,000","879,000","116,000",,,
20150609,2330,台積電,"31,663,811","10,951","4,410,907,091",138.5,140,138,139,+,0.5,"16,160,557","24,282,048","-8,121,491","46,000","141,000","-95,000","-850,000",,,"-9,066,491",12.21,3.21,3.24,"6,000","324,000","-318,000","262,000","794,000","-532,000",,,
20150610,2330,台積電,"37,243,196","11,225","5,235,873,213",141,141.5,139.5,139.5,+,0.5,"15,221,770","29,675,000","-14,453,230","87,000","47,000","40,000","-30,000",,,"-14,443,230",12.26,3.22,3.23,"531,000","568,000","-37,000","158,000","151,000","7,000",,,
20150611,2330,台積電,"46,455,780","15,700","6,630,323,144",141,144,141,143.5,+,4,"28,918,300","30,473,400","-1,555,100","537,000","75,000","462,000","-227,000",,,"-1,320,100",12.61,3.31,3.14,"262,000","258,000","4,000","182,000","413,000","-231,000",,,
20150612,2330,台積電,"35,243,603","9,645","5,072,826,832",144,144.5,142.5,144.5,+,1,"17,352,462","26,872,000","-9,519,538","191,000","225,000","-34,000","-570,342",,,"-10,123,880",12.7,3.33,3.11,"63,000","197,000","-134,000",0,"436,342","-436,342",,,
20150615,2330,台積電,"23,775,780","7,385","3,409,554,790",144.5,144.5,142.5,143,-,1.5,"10,187,000","19,490,000","-9,303,000","25,000","415,000","-390,000","88,000",,,"-9,605,000",12.57,3.3,3.15,"283,000",0,"283,000","107,000","302,000","-195,000",,,
20150616,2330,台積電,"28,696,598","11,387","4,063,948,476",143,143,141,142,-,1,"13,978,254","24,652,649","-10,674,395","66,000","278,000","-212,000","184,000",,,"-10,702,395",12.48,3.28,3.17,"565,000","2,000","563,000","102,000","481,000","-379,000",,,
20150617,2330,台積電,"31,675,566","8,595","4,518,862,957",143,143.5,142,142.5,+,0.5,"20,677,000","27,257,782","-6,580,782","30,000","62,000","-32,000","1,052,000",,,"-5,560,782",12.52,3.29,3.16,"714,000","5,000","709,000","859,000","516,000","343,000",,,
20150618,2330,台積電,"28,627,136","5,820","4,072,821,812",142,143,142,142,-,0.5,"14,716,719","25,796,653","-11,079,934","207,000","350,000","-143,000","1,832,000",,,"-9,390,934",12.48,3.28,3.17,"1,705,000",0,"1,705,000","525,000","398,000","127,000",,,
20150622,2330,台積電,"29,598,804","8,985","4,224,036,248",142,143.5,142,142, ,0,"15,033,639","23,364,990","-8,331,351","211,000","404,000","-193,000","1,080,000",,,"-7,444,351",12.48,3.28,3.17,"862,000","725,000","137,000","1,089,000","146,000","943,000",,,
20150623,2330,台積電,"37,809,098","11,319","5,454,961,112",143,145,142.5,144.5,+,2.5,"23,377,000","21,292,990","2,084,010","732,000","392,000","340,000","-181,000",,,"2,243,010",12.7,3.33,3.11,"891,000","1,402,000","-511,000","845,000","515,000","330,000",,,
20150624,2330,台積電,"21,134,324","7,362","3,054,456,980",144.5,145,143.5,145,+,0.5,"14,502,213","13,146,317","1,355,896","330,000","410,000","-80,000","205,000",,,"1,480,896",12.74,3.35,3.1,"229,000","143,000","86,000","359,000","240,000","119,000",,,
20150625,2330,台積電,"45,571,067","11,443","6,670,295,223",145,147,145,146.5,+,1.5,"36,963,451","17,333,000","19,630,451","241,000","182,000","59,000","-515,704",,,"19,173,747",12.87,3.38,3.07,"660,000","1,556,000","-896,000","1,077,296","697,000","380,296",,,
20150626,2330,台積電,"34,170,981","10,199","4,994,996,846",147,147.5,145.5,146,-,0.5,"19,078,572","7,362,172","11,716,400","118,000","141,000","-23,000","4,465,704",,,"16,159,104",12.83,3.37,3.08,"3,081,000","15,000","3,066,000","1,794,704","395,000","1,399,704",,,
20150629,2330,台積電,"53,096,169","20,523","7,415,992,660",140.5,141,138.5,138.5,X,0,"9,418,300","28,610,832","-19,192,532",0,"202,000","-202,000","-2,565,000",,,"-21,959,532",12.17,3.2,3.25,"800,000","2,631,000","-1,831,000","250,000","984,000","-734,000",,,
20150630,2330,台積電,"45,375,815","15,871","6,336,988,915",139,140.5,138.5,140.5,+,2,"26,385,037","26,452,350","-67,313","280,000","28,000","252,000","-971,000",,,"-786,313",12.35,3.24,3.2,"25,000","677,000","-652,000","246,000","565,000","-319,000",,,
20150701,2330,台積電,"33,330,373","9,303","4,704,327,416",140,142.5,139,141,+,0.5,"19,874,616","25,562,785","-5,688,169","181,000","14,000","167,000","67,000",,,"-5,454,169",12.39,3.25,3.19,"302,000","386,000","-84,000","399,000","248,000","151,000",,,
20150702,2330,台積電,"24,309,420","6,836","3,434,751,403",140.5,142,140.5,141.5,+,0.5,"19,020,804","19,016,020","4,784","70,000","411,000","-341,000","-524,000",,,"-860,216",12.43,3.26,3.18,"50,000","306,000","-256,000","43,000","311,000","-268,000",,,
20150703,2330,台積電,"17,091,230","6,179","2,414,975,440",141.5,142.5,140,142.5,+,1,"11,356,464","10,153,000","1,203,464","50,000",0,"50,000","-990,001",,,"263,463",12.52,3.29,3.16,"7,000","250,000","-243,000","175,999","923,000","-747,001",,,
20150706,2330,台積電,"20,683,912","7,067","2,913,509,592",141,141.5,140.5,140.5,-,2,"10,059,808","16,206,000","-6,146,192","100,000","450,000","-350,000","-416,000",,,"-6,912,192",12.35,3.24,3.2,"230,000","536,000","-306,000","79,000","189,000","-110,000",,,
20150707,2330,台積電,"26,545,982","8,780","3,750,582,962",141,142,140.5,140.5, ,0,"19,188,000","21,157,872","-1,969,872",0,"25,000","-25,000","-1,233,000",,,"-3,227,872",12.35,3.24,3.2,"51,000","1,320,000","-1,269,000","148,000","112,000","36,000",,,
20150708,2330,台積電,"52,066,084","15,496","7,229,638,176",140.5,141,138,138,-,2.5,"29,196,275","40,712,393","-11,516,118","273,000","14,000","259,000","-568,000",,,"-11,825,118",12.13,3.18,3.26,"363,000","305,000","58,000","36,000","662,000","-626,000",,,
20150709,2330,台積電,"53,784,773","12,715","7,323,598,974",134,138,134,136.5,-,1.5,"19,733,141","42,000,121","-22,266,980","58,000","420,000","-362,000","-855,000",,,"-23,483,980",11.99,3.15,3.3,"422,000","1,494,000","-1,072,000","1,626,000","1,409,000","217,000",,,
20150713,2330,台積電,"35,404,791","11,386","4,886,264,549",137,139.5,137,138.5,+,2,"21,637,497","28,857,700","-7,220,203",0,"53,000","-53,000","921,000",,,"-6,352,203",12.17,3.2,3.25,"1,681,000","522,000","1,159,000","124,000","362,000","-238,000",,,
20150714,2330,台積電,"27,574,220","7,319","3,833,141,080",139.5,140.5,138,138.5, ,0,"19,793,000","20,616,027","-823,027","45,000",0,"45,000","-1,595,000",,,"-2,373,027",12.17,3.2,3.25,"582,000","1,635,000","-1,053,000","50,000","592,000","-542,000",,,
20150715,2330,台積電,"23,485,780","8,278","3,254,659,920",139,139.5,138,138.5, ,0,"16,553,000","17,664,964","-1,111,964","628,000",0,"628,000","-1,338,000",,,"-1,821,964",12.17,3.2,3.25,"101,000","358,000","-257,000","319,000","1,400,000","-1,081,000",,,
20150716,2330,台積電,"37,250,129","11,167","5,121,828,673",140,140,135.5,136.5,-,2,"17,340,181","26,408,586","-9,068,405","4,000","636,000","-632,000","811,000",,,"-8,889,405",11.99,3.15,3.3,"788,000","256,000","532,000","657,000","378,000","279,000",,,
20150717,2330,台積電,"55,848,153","14,284","7,769,816,420",138,140,138,140,+,3.5,"41,110,800","18,237,684","22,873,116","1,078,000","92,000","986,000","-2,772,000",,,"21,087,116",12.3,3.23,3.21,"140,000","1,539,000","-1,399,000","86,000","1,459,000","-1,373,000",,,
20150720,2330,台積電,"27,906,576","11,095","3,902,530,824",141.5,142,138.5,139,-,1,"22,325,637","15,300,189","7,025,448","507,000","459,000","48,000","-733,000",,,"6,340,448",12.21,3.21,3.24,"230,000","556,000","-326,000","323,000","730,000","-407,000",,,
20150721,2330,台積電,"21,857,010","5,806","3,068,308,230",141,141.5,139.5,140.5,+,1.5,"17,024,300","11,670,500","5,353,800","958,000",0,"958,000","-876,000",,,"5,435,800",12.35,3.24,3.2,"60,000","729,000","-669,000","435,000","642,000","-207,000",,,
20150722,2330,台積電,"27,408,864","9,026","3,802,971,061",139,139.5,138,139,-,1.5,"19,472,644","23,334,363","-3,861,719","478,000","78,000","400,000","622,000",,,"-2,839,719",12.21,3.21,3.24,"545,000","20,000","525,000","228,000","131,000","97,000",,,
20150723,2330,台積電,"38,176,255","11,509","5,216,033,345",137,137.5,136,136,-,3,"19,530,203","33,732,477","-14,202,274","412,000","45,000","367,000","1,416,000",,,"-12,419,274",11.95,3.14,3.31,"976,000","40,000","936,000","618,000","138,000","480,000",,,
20150724,2330,台積電,"39,062,686","10,517","5,342,465,602",138,138,136,137,+,1,"26,726,477","30,140,772","-3,414,295","751,000","122,000","629,000","-447,000",,,"-3,232,295",12.04,3.16,3.28,0,"274,000","-274,000","185,000","358,000","-173,000",,,
20150727,2330,台積電,"45,080,466","13,816","6,060,338,122",135,135.5,134,134,-,3,"17,706,298","36,834,500","-19,128,202","492,000","55,000","437,000","118,000",,,"-18,573,202",11.78,3.09,3.36,"712,000","928,000","-216,000","781,000","447,000","334,000",,,
20150728,2330,台積電,"35,777,744","9,966","4,833,495,065",135,136.5,134,134, ,0,"15,122,711","29,502,300","-14,379,589","796,000",0,"796,000","2,034,000",,,"-11,549,589",11.78,3.09,3.36,"1,446,000","210,000","1,236,000","1,004,000","206,000","798,000",,,
20150729,2330,台積電,"30,500,205","7,453","4,119,983,712",135,136,134.5,135.5,+,1.5,"27,859,000","20,457,535","7,401,465","338,000",0,"338,000","-1,007,000",,,"6,732,465",11.91,3.13,3.32,"184,000","1,019,000","-835,000","168,000","340,000","-172,000",,,
20150730,2330,台積電,"37,085,996","10,767","5,121,289,968",136,139,136,138.5,+,3,"32,466,894","20,089,000","12,377,894","507,000","20,000","487,000","-1,441,000",,,"11,423,894",12.17,3.2,3.25,"37,000","977,000","-940,000","267,000","768,000","-501,000",,,
20150731,2330,台積電,"40,479,318","9,383","5,626,919,922",140.5,140.5,137.5,139.5,+,1,"35,091,163","28,757,565","6,333,598","314,000","57,000","257,000","-1,494,000",,,"5,096,598",12.26,3.22,3.23,"118,000","633,000","-515,000","129,000","1,108,000","-979,000",,,
20150803,2330,台積電,"33,815,561","12,990","4,581,161,735",138.5,138.5,134.5,134.5,-,5,"13,876,576","29,292,528","-15,415,952","644,000","124,000","520,000","-858,000",,,"-15,753,952",11.82,3.1,3.35,"401,000","630,000","-229,000","396,000","1,025,000","-629,000",,,
20150804,2330,台積電,"27,514,927","8,099","3,727,032,372",135,136.5,134.5,136.5,+,2,"14,911,397","16,644,690","-1,733,293","431,000","153,000","278,000","4,188,000",,,"2,732,707",11.99,3.15,3.3,"1,101,000","375,000","726,000","3,773,000","311,000","3,462,000",,,
20150805,2330,台積電,"28,577,967","9,154","3,847,991,545",135.5,135.5,134,134,-,2.5,"12,836,475","26,106,134","-13,269,659","417,000","222,000","195,000","2,434,000",,,"-10,640,659",11.78,3.09,3.36,"1,109,000",0,"1,109,000","1,344,000","19,000","1,325,000",,,
20150806,2330,台積電,"39,658,057","13,110","5,305,805,578",136,136,132,134, ,0,"26,716,000","27,246,181","-530,181","368,000","922,000","-554,000","365,000",,,"-719,181",11.78,3.09,3.36,"505,000","343,000","162,000","492,000","289,000","203,000",,,
20150807,2330,台積電,"30,591,687","11,911","4,053,463,871",133,133.5,131.5,133,-,1,"11,091,000","19,211,717","-8,120,717","435,000","221,000","214,000","2,000",,,"-7,904,717",11.69,3.07,3.38,"445,000","431,000","14,000","189,000","201,000","-12,000",,,
20150810,2330,台積電,"65,582,829","23,713","8,428,219,770",131,131,125.5,129,-,4,"22,162,700","29,298,340","-7,135,640","642,000","1,467,000","-825,000","1,320,000",,,"-6,640,640",11.34,2.98,3.49,"1,388,000","869,000","519,000","1,491,000","690,000","801,000",,,
20150811,2330,台積電,"65,988,387","18,947","8,701,858,164",133.5,133.5,130.5,130.5,+,1.5,"53,677,643","31,395,246","22,282,397","611,000","637,000","-26,000","-4,431,000",,,"17,825,397",11.47,3.01,3.45,"125,000","2,502,000","-2,377,000","218,000","2,272,000","-2,054,000",,,
20150812,2330,台積電,"45,838,052","12,740","5,897,521,548",129.5,130,127.5,128.5,-,2,"23,555,200","33,578,700","-10,023,500","793,000","39,000","754,000","432,382",,,"-8,837,118",11.29,3.12,3.5,"335,000","565,000","-230,000","781,000","118,618","662,382",,,
20150813,2330,台積電,"43,697,151","11,405","5,611,218,672",129,130,127.5,128,-,0.5,"32,148,600","30,277,914","1,870,686","186,000","395,000","-209,000","371,000",,,"2,032,686",10.54,3.11,3.52,"367,000","220,000","147,000","377,000","153,000","224,000",,,
20150814,2330,台積電,"40,366,795","13,469","5,093,780,530",128,128.5,125,126,-,2,"23,863,000","28,170,600","-4,307,600","126,000","1,644,000","-1,518,000","296,000",,,"-5,529,600",10.38,3.06,3.57,"578,000","322,000","256,000","454,000","414,000","40,000",,,
20150817,2330,台積電,"38,956,377","14,068","4,826,111,748",125.5,125.5,123,124,-,2,"28,081,050","26,370,940","1,710,110","115,000","414,000","-299,000","-149,285",,,"1,261,825",10.21,3.01,3.63,"389,000","585,000","-196,000","274,000","227,285","46,715",,,
20150818,2330,台積電,"41,823,656","11,837","5,252,723,656",125,126.5,125,126,+,2,"36,388,300","28,989,501","7,398,799","83,000","183,000","-100,000","-1,728,000",,,"5,570,799",10.38,3.06,3.57,"120,000","1,416,000","-1,296,000","38,000","470,000","-432,000",,,
20150819,2330,台積電,"47,213,363","11,362","5,917,827,915",127.5,127.5,124,125,-,1,"35,134,802","39,887,744","-4,752,942","18,000","56,000","-38,000","-940,000",,,"-5,730,942",10.3,3.04,3.6,"143,000","317,000","-174,000","26,000","792,000","-766,000",,,
20150820,2330,台積電,"38,767,923","8,015","4,841,207,748",124.5,126,123.5,126,+,1,"26,758,580","31,295,568","-4,536,988","16,000","607,000","-591,000","1,036,000",,,"-4,091,988",10.38,3.06,3.57,"990,000","179,000","811,000","287,000","62,000","225,000",,,
20150821,2330,台積電,"67,341,681","15,912","8,241,493,111",123,124.5,121,121,-,5,"36,675,000","50,353,463","-13,678,463",0,"335,000","-335,000","-1,290,000",,,"-15,303,463",9.97,2.94,3.72,"286,000","1,383,000","-1,097,000","272,000","465,000","-193,000",,,
20150824,2330,台積電,"118,882,318","25,681","13,766,338,730",120,121,112.5,115,-,6,"80,809,000","78,241,046","2,567,954","149,000","144,000","5,000","-1,280,000",,,"1,292,954",9.47,2.8,3.91,"1,284,000","1,062,000","222,000","924,000","2,426,000","-1,502,000",,,
