Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,本益比,股價淨值比,殖利率,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商)
20170912,2330,台積電,"24,862,321","5,992","5,437,521,978",219,219.5,217.5,219,+,2,"21,868,995","13,884,150","7,984,845","494,000","166,000","328,000","-192,000",,,"8,120,845",16.19,4.23,3.2,"16,000","238,000","-222,000","105,000","75,000","30,000",,,
20170913,2330,台積電,"18,336,541","4,598","3,998,984,438",217.5,219,217.5,218,-,1,"12,585,008","13,943,479","-1,358,471","41,000","144,000","-103,000","-979,000",,,"-2,440,471",16.11,4.21,3.21,"28,000","674,000","-646,000","71,000","404,000","-333,000",,,
20170914,2330,台積電,"21,508,567","6,314","4,701,852,606",218.5,219,217.5,218.5,+,0.5,"19,493,378","15,457,197","4,036,181","307,000","85,000","222,000","-235,000",,,"4,023,181",16.15,4.22,3.2,"260,000","329,000","-69,000","9,000","175,000","-166,000",,,
20170915,2330,台積電,"48,901,103","5,253","10,668,230,939",218.5,219,217,218.5, ,0,"42,612,510","47,532,087","-4,919,577","380,000","146,000","234,000","277,000",,,"-4,408,577",16.15,4.22,3.2,"303,000","139,000","164,000","147,000","34,000","113,000",,,
20170918,2330,台積電,"17,812,705","6,714","3,905,801,892",219,220,218,219.5,+,1,"14,341,765","7,694,492","6,647,273","340,000","825,000","-485,000","93,000",,,"6,255,273",16.22,4.24,3.19,"446,000","370,000","76,000","82,000","65,000","17,000",,,
20170919,2330,台積電,"26,255,575","11,072","5,742,129,525",221.5,221.5,220,221.5,+,2,"18,343,095","12,639,362","5,703,733","455,000","578,000","-123,000","-1,163,000",,,"4,417,733",16.37,4.28,3.16,"509,000","785,000","-276,000","1,000","888,000","-887,000",,,
20170920,2330,台積電,"23,434,237","9,347","5,179,958,449",221,222,220,221.5, ,0,"20,338,281","17,496,544","2,841,737","80,000","315,000","-235,000","-1,174,000",,,"1,432,737",16.37,4.28,3.16,"216,000","774,000","-558,000","125,000","741,000","-616,000",,,
20170921,2330,台積電,"18,645,565","6,604","4,125,047,365",221,223,220,221,-,0.5,"13,519,497","13,560,616","-41,119","413,000","358,000","55,000","228,000",,,"241,881",16.33,4.27,3.17,"557,000","207,000","350,000","167,000","289,000","-122,000",,,
20170922,2330,台積電,"22,456,370","7,431","4,930,530,220",221.5,222,218.5,218.5,-,2.5,"16,991,257","18,077,867","-1,086,610","100,000","114,000","-14,000","277,000",,,"-823,610",16.15,4.22,3.2,"627,000","305,000","322,000","107,000","152,000","-45,000",,,
20170925,2330,台積電,"17,458,286","6,250","3,797,761,662",217.5,218.5,217,217,-,1.5,"9,051,282","12,425,015","-3,373,733","99,000","426,346","-327,346","-289,000",,,"-3,990,079",16.04,4.19,3.23,"135,000","447,000","-312,000","103,000","80,000","23,000",,,
20170926,2330,台積電,"25,003,901","8,768","5,392,244,669",217.5,218,214,214,-,3,"12,123,255","20,255,515","-8,132,260","785,000","226,000","559,000","283,000",,,"-7,290,260",15.82,4.14,3.27,"796,000","601,000","195,000","142,000","54,000","88,000",,,
20170927,2330,台積電,"24,794,510","7,326","5,353,580,844",217.5,217.5,215,215,+,1,"19,223,196","21,510,216","-2,287,020","46,000","132,000","-86,000","-330,000",,,"-2,703,020",15.89,4.16,3.26,"295,000","714,000","-419,000","155,000","66,000","89,000",,,
20170928,2330,台積電,"31,616,062","7,749","6,788,534,834",215,216,213.5,214,-,1,"18,470,671","28,049,368","-9,578,697",0,"513,000","-513,000","1,012,000",,,"-9,079,697",15.82,4.14,3.27,"387,000","236,000","151,000","866,000","5,000","861,000",,,
20170929,2330,台積電,"23,954,708","7,507","5,184,362,760",216,217.5,215.5,216.5,+,2.5,"22,490,754","13,500,021","8,990,733","90,000","259,000","-169,000","-1,779,000",,,"7,042,733",16,4.18,3.23,"138,000","1,366,000","-1,228,000","23,000","574,000","-551,000",,,
20170930,2330,台積電,"4,254,045","2,446","924,823,765",218,218.5,216.5,216.5, ,0,"126,000","1,000","125,000","135,000","195,000","-60,000","9,000",,,"74,000",16,4.18,3.23,"158,000",0,"158,000","154,000","303,000","-149,000",,,
20171002,2330,台積電,"28,360,551","10,605","6,233,064,680",219.5,220.5,218.5,220.5,+,4,"16,421,040","9,503,500","6,917,540","70,000","133,000","-63,000","-88,000",,,"6,766,540",16.3,4.26,3.17,"205,000","312,000","-107,000","66,000","47,000","19,000",,,
20171003,2330,台積電,"38,330,938","12,703","8,497,244,691",219,223,219,222.5,+,2,"18,703,760","14,791,000","3,912,760","298,110","485,000","-186,890","-1,383,000",,,"2,342,870",16.44,4.3,3.15,"243,000","835,000","-592,000","11,000","802,000","-791,000",,,
20171005,2330,台積電,"25,397,939","8,601","5,691,251,336",222,225.5,222,224.5,+,2,"15,806,407","11,156,938","4,649,469","15,000","81,000","-66,000","-623,000",,,"3,960,469",16.59,4.34,3.12,"74,000","398,000","-324,000","20,000","319,000","-299,000",,,
20171006,2330,台積電,"16,040,516","7,612","3,604,683,862",225,225.5,223.5,224.5, ,0,"8,490,662","6,225,328","2,265,334","31,000","397,000","-366,000","-348,000",,,"1,551,334",16.59,4.34,3.12,"119,000","54,000","65,000","2,000","415,000","-413,000",,,
20171011,2330,台積電,"67,649,562","20,879","15,633,206,754",226.5,233.5,226.5,233,+,8.5,"49,130,859","33,021,556","16,109,303","126,000","131,000","-5,000","-2,249,000",,,"13,855,303",17.22,4.5,3,"481,000","1,253,000","-772,000","302,000","1,779,000","-1,477,000",,,
20171012,2330,台積電,"44,176,186","16,490","10,450,920,432",235,237.5,234.5,237.5,+,4.5,"34,956,278","19,026,432","15,929,846","215,000","625,000","-410,000","-982,000",,,"14,537,846",17.55,4.59,2.95,"220,000","376,000","-156,000","352,000","1,178,000","-826,000",,,
20171013,2330,台積電,"23,145,071","10,507","5,465,540,327",237.5,237.5,234.5,237.5, ,0,"15,743,730","12,984,248","2,759,482","80,000","319,000","-239,000","541,000",,,"3,061,482",17.55,4.59,2.95,"746,000","63,000","683,000","312,000","454,000","-142,000",,,
20171016,2330,台積電,"20,673,072","6,764","4,906,963,355",237.5,238,236,238,+,0.5,"16,343,000","14,165,235","2,177,765","222,000","345,000","-123,000","375,000",,,"2,429,765",17.59,4.6,2.94,"96,000","32,000","64,000","336,000","25,000","311,000",,,
20171017,2330,台積電,"17,652,304","6,336","4,171,891,244",238,238,235,235.5,-,2.5,"11,397,443","14,279,534","-2,882,091","124,000","319,000","-195,000","767,000",,,"-2,310,091",17.41,4.55,2.97,"642,000","27,000","615,000","158,000","6,000","152,000",,,
20171018,2330,台積電,"28,970,850","10,330","6,901,364,183",239.5,239.5,237,237.5,+,2,"22,730,428","18,125,761","4,604,667","41,000","324,000","-283,000","1,993,000",,,"6,314,667",17.55,4.59,2.95,"1,918,000","345,000","1,573,000","511,000","91,000","420,000",,,
20171019,2330,台積電,"23,481,776","9,033","5,636,769,464",239.5,241.5,239,239,+,1.5,"16,712,469","12,206,392","4,506,077","36,000","479,000","-443,000","128,000",,,"4,191,077",17.66,4.62,2.93,"302,000","527,000","-225,000","421,000","68,000","353,000",,,
20171020,2330,台積電,"27,056,035","7,206","6,456,386,670",238,239.5,237.5,237.5,-,1.5,"18,390,928","17,553,631","837,297","295,000","128,000","167,000","415,000",,,"1,419,297",17.55,4.59,2.95,"367,000","275,000","92,000","429,000","106,000","323,000",,,
20171023,2330,台積電,"15,959,559","6,686","3,820,927,681",239,240,238.5,239,+,1.5,"10,685,768","8,974,000","1,711,768","1,970,000","49,000","1,921,000","-288,000",,,"3,344,768",17.66,4.62,2.93,"30,000","243,000","-213,000","83,000","158,000","-75,000",,,
20171024,2330,台積電,"16,100,570","6,034","3,842,463,252",240,240,238,238,-,1,"12,496,048","13,073,311","-577,263","124,000","374,000","-250,000","-90,000",,,"-917,263",17.59,4.6,2.94,0,"53,000","-53,000","88,000","125,000","-37,000",,,
20171025,2330,台積電,"17,205,187","5,808","4,099,505,436",238.5,239,237.5,238, ,0,"12,723,400","11,283,794","1,439,606","336,000","86,000","250,000","-76,000",,,"1,613,606",17.59,4.6,2.94,"10,000","42,000","-32,000","1,000","45,000","-44,000",,,
20171026,2330,台積電,"12,959,717","4,947","3,069,618,429",237,238,236,236,-,2,"8,029,567","10,129,742","-2,100,175",0,"34,000","-34,000","-87,000",,,"-2,221,175",17.44,4.56,2.97,"67,000","134,000","-67,000","58,000","78,000","-20,000",,,
20171027,2330,台積電,"18,040,541","5,715","4,304,460,160",237.5,240,237.5,239,+,3,"14,146,557","7,854,787","6,291,770","820,000","58,000","762,000","-426,000",,,"6,627,770",17.66,4.62,2.93,"115,000","320,000","-205,000","89,000","310,000","-221,000",,,
20171030,2330,台積電,"30,241,990","10,609","7,358,619,170",242,245,241.5,243,+,4,"24,259,500","19,762,454","4,497,046","189,000","363,000","-174,000","-25,000",,,"4,298,046",17.96,4.7,2.88,"447,000","77,000","370,000","45,000","440,000","-395,000",,,
20171031,2330,台積電,"22,582,013","8,176","5,497,062,659",243.5,245,241.5,243, ,0,"17,210,542","18,052,795","-842,253","152,000","283,000","-131,000","-795,000",,,"-1,768,253",17.96,4.7,2.88,"211,000","921,000","-710,000","197,000","282,000","-85,000",,,
20171101,2330,台積電,"20,465,054","6,464","4,975,624,502",243.5,245,241.5,242.5,-,0.5,"8,733,881","13,579,135","-4,845,254","106,000","59,000","47,000","1,177,000",,,"-3,621,254",17.92,4.69,2.89,"366,000","106,000","260,000","981,000","64,000","917,000",,,
20171102,2330,台積電,"16,309,342","5,912","3,940,181,714",242,242.5,240.5,241,-,1.5,"10,877,500","11,247,855","-370,355","17,000","272,848","-255,848","-430,000",,,"-1,056,203",17.81,4.66,2.9,"36,000","568,000","-532,000","152,000","50,000","102,000",,,
20171103,2330,台積電,"18,327,682","5,621","4,386,122,470",240.5,241,238.5,239,-,2,"10,606,111","15,285,148","-4,679,037","19,000","83,000","-64,000","681,000",,,"-4,062,037",17.66,4.62,2.93,"82,000","176,000","-94,000","793,000","18,000","775,000",,,
20171106,2330,台積電,"21,029,515","6,601","5,063,670,900",243.5,244,239,239.5,+,0.5,"15,687,918","14,773,100","914,818","18,000","7,000","11,000","-1,179,000",,,"-253,182",17.7,4.63,2.92,"194,000","1,529,000","-1,335,000","416,000","260,000","156,000",,,
20171107,2330,台積電,"21,689,261","6,729","5,266,500,464",242,244,241.5,244,+,4.5,"18,869,380","8,926,999","9,942,381","234,000","27,000","207,000","-258,000",,,"9,891,381",18.03,4.72,2.87,"110,000","94,000","16,000","71,000","345,000","-274,000",,,
20171108,2330,台積電,"14,579,103","4,610","3,536,455,029",243,243.5,242,242.5,-,1.5,"8,624,274","11,967,487","-3,343,213","82,000","42,000","40,000","568,000",,,"-2,735,213",17.92,4.69,2.89,"591,000",0,"591,000","32,000","55,000","-23,000",,,
20171109,2330,台積電,"21,366,949","6,339","5,151,628,572",240.5,243,240,241,-,1.5,"14,903,010","16,726,724","-1,823,714","134,000","134,000",0,"172,000",,,"-1,651,714",17.81,4.66,2.9,"317,000","235,000","82,000","113,000","23,000","90,000",,,
20171110,2330,台積電,"15,061,296","4,465","3,629,826,936",240,242,239.5,240.5,-,0.5,"11,532,500","11,246,571","285,929","155,000","28,000","127,000","-622,000",,,"-209,071",17.78,4.65,2.91,"162,000","298,000","-136,000","68,000","554,000","-486,000",,,
20171113,2330,台積電,"12,087,858","4,288","2,904,559,294",240,241.5,239.5,239.5,-,1,"6,978,000","8,170,384","-1,192,384","56,000","32,000","24,000","-266,000",,,"-1,434,384",17.7,4.63,2.92,"171,000","159,000","12,000","13,000","291,000","-278,000",,,
20171114,2330,台積電,"17,229,176","4,130","4,132,433,432",241,241,239,240,+,0.5,"12,515,000","14,347,296","-1,832,296","19,000","130,000","-111,000","216,000",,,"-1,727,296",18.09,4.35,2.92,"77,000","29,000","48,000","182,000","14,000","168,000",,,
20171115,2330,台積電,"29,720,308","9,224","7,063,591,898",239,239.5,236,237.5,-,2.5,"15,227,000","25,215,528","-9,988,528","177,000","29,000","148,000","-672,000",,,"-10,512,528",17.9,4.3,2.95,"133,000","616,000","-483,000","16,000","205,000","-189,000",,,
20171116,2330,台積電,"17,274,172","5,683","4,118,927,788",238,240,237.5,238,+,0.5,"14,600,085","9,716,929","4,883,156","93,000","165,000","-72,000","48,000",,,"4,859,156",17.94,4.31,2.94,"75,000","48,000","27,000","50,000","29,000","21,000",,,
20171117,2330,台積電,"18,741,825","5,647","4,528,440,917",240.5,242.5,240.5,241.5,+,3.5,"16,856,342","12,194,921","4,661,421",0,"51,000","-51,000","494,000",,,"5,104,421",18.2,4.38,2.9,"150,000","70,000","80,000","424,000","10,000","414,000",,,
20171120,2330,台積電,"19,811,271","5,935","4,744,311,377",241,241.5,238,238.5,-,3,"14,976,427","17,418,809","-2,442,382","5,000","1,000","4,000","116,000",,,"-2,322,382",17.97,4.32,2.94,"67,000","46,000","21,000","120,000","25,000","95,000",,,
20171121,2330,台積電,"22,878,024","7,942","5,529,803,248",240,243,239.5,243,+,4.5,"20,366,569","16,847,583","3,518,986","63,000","66,000","-3,000","-12,000",,,"3,503,986",18.31,4.4,2.88,"40,000","68,000","-28,000","54,000","38,000","16,000",,,
20171122,2330,台積電,"27,251,431","7,655","6,631,376,152",244.5,244.5,242,242,-,1,"23,866,694","21,006,264","2,860,430","153,000","139,000","14,000","-306,000",,,"2,568,430",18.24,4.39,2.89,"100,000","377,000","-277,000","38,000","67,000","-29,000",,,
20171123,2330,台積電,"9,562,763","4,253","2,320,934,646",242,243.5,241.5,242.5,+,0.5,"7,620,870","7,839,381","-218,511","426,000","75,000","351,000","-145,000",,,"-12,511",18.27,4.39,2.89,"10,000","98,000","-88,000",0,"57,000","-57,000",,,
20171124,2330,台積電,"11,404,453","3,910","2,777,319,771",242,244.5,241.5,244,+,1.5,"9,723,613","7,381,000","2,342,613","248,000","14,000","234,000","-385,000",,,"2,191,613",18.39,4.42,2.87,"32,000","79,000","-47,000","16,000","354,000","-338,000",,,
20171127,2330,台積電,"32,247,327","14,743","7,696,717,391",240,240,237,237,-,7,"7,148,389","24,521,889","-17,373,500",0,"338,000","-338,000","-87,000",,,"-17,798,500",17.86,4.3,2.95,"194,000","490,000","-296,000","223,000","14,000","209,000",,,
20171128,2330,台積電,"47,834,178","15,262","11,198,457,400",234.5,235,233,234,-,3,"15,738,700","40,364,074","-24,625,374","136,000","488,000","-352,000","1,472,000",,,"-23,505,374",17.63,4.24,2.99,"593,000","113,000","480,000","1,009,000","17,000","992,000",,,
20171129,2330,台積電,"26,535,797","6,976","6,234,161,137",235,236,234.5,234.5,+,0.5,"13,063,133","22,883,979","-9,820,846","16,000","381,000","-365,000","352,000",,,"-9,833,846",17.67,4.25,2.99,"21,000","150,000","-129,000","703,000","222,000","481,000",,,
20171130,2330,台積電,"112,262,770","21,352","25,539,072,296",226.5,230.5,226,226,-,8.5,"60,625,087","100,409,305","-39,784,218","43,000","639,000","-596,000","-95,000",,,"-40,475,218",17.03,4.1,3.1,"968,000","714,000","254,000","307,000","656,000","-349,000",,,
20171201,2330,台積電,"38,356,265","17,632","8,830,392,980",228.5,233.5,227.5,231,+,5,"14,694,678","23,853,704","-9,159,026","290,000","161,000","129,000","-955,000",,,"-9,985,026",17.41,4.19,3.03,"161,000","723,000","-562,000","51,000","444,000","-393,000",,,
20171204,2330,台積電,"22,939,032","7,763","5,347,622,547",232.5,234.5,231,234,+,3,"15,323,153","17,312,256","-1,989,103","214,000","189,000","25,000","-435,000",,,"-2,399,103",17.63,4.24,2.99,"49,000","402,000","-353,000","204,000","286,000","-82,000",,,
20171205,2330,台積電,"30,189,765","11,202","6,938,661,754",231,231,228.5,229.5,-,4.5,"12,301,413","25,616,327","-13,314,914","126,000","220,000","-94,000","10,000",,,"-13,398,914",17.29,4.16,3.05,"260,000","132,000","128,000","100,000","218,000","-118,000",,,
20171206,2330,台積電,"34,031,690","10,749","7,752,572,207",228,229.5,226.5,227,-,2.5,"11,578,328","27,453,406","-15,875,078","65,000","58,000","7,000","-468,000",,,"-16,336,078",17.11,4.11,3.08,"223,000","446,000","-223,000","239,000","484,000","-245,000",,,
20171207,2330,台積電,"41,619,903","13,336","9,349,711,831",226.5,226.5,222.5,226.5,-,0.5,"16,461,310","31,943,911","-15,482,601","30,000","421,000","-391,000","143,000",,,"-15,730,601",17.07,4.1,3.09,"606,000","435,000","171,000","387,000","415,000","-28,000",,,
20171208,2330,台積電,"38,183,260","9,485","8,678,808,540",231,231,224.5,227,+,0.5,"21,526,433","33,069,035","-11,542,602","4,000","181,000","-177,000","8,000",,,"-11,711,602",17.11,4.11,3.08,"155,000","520,000","-365,000","428,000","55,000","373,000",,,
20171211,2330,台積電,"20,649,609","6,384","4,706,571,094",228.5,229,227,227.5,+,0.5,"13,283,371","16,331,595","-3,048,224","4,000","38,000","-34,000","151,000",,,"-2,931,224",17.14,4.12,3.08,"71,000","306,000","-235,000","407,000","21,000","386,000",,,
20171212,2330,台積電,"28,188,584","6,210","6,399,536,562",229.5,229.5,225,227.5, ,0,"19,648,969","25,291,574","-5,642,605","61,000","22,000","39,000","-766,000",,,"-6,369,605",17.14,4.12,3.08,"7,000","722,000","-715,000","108,000","159,000","-51,000",,,
20171213,2330,台積電,"19,619,331","6,108","4,454,578,768",227.5,228,226.5,227,-,0.5,"13,979,370","17,431,827","-3,452,457",0,"208,000","-208,000","168,000",,,"-3,492,457",17.11,4.11,3.08,"33,000","278,000","-245,000","429,000","16,000","413,000",,,
20171214,2330,台積電,"17,263,313","6,689","3,956,456,249",228,230.5,227.5,230.5,+,3.5,"14,491,394","11,669,714","2,821,680","26,000","84,000","-58,000","527,000",,,"3,290,680",17.37,4.18,3.04,"316,000","86,000","230,000","603,000","306,000","297,000",,,
20171215,2330,台積電,"42,725,779","7,602","9,781,791,170",228.5,230,226.5,230,-,0.5,"35,668,375","38,260,139","-2,591,764","473,000","202,000","271,000","-1,042,000",,,"-3,362,764",17.33,4.17,3.04,"186,000","166,000","20,000","15,000","1,077,000","-1,062,000",,,
20171218,2330,台積電,"15,702,664","5,961","3,565,805,928",227,228,226.5,227,-,3,,,,0,"559,000","-559,000","149,000",,,"-5,413,302",17.11,4.11,3.08,"79,000","22,000","57,000","105,000","13,000","92,000","8,317,600","13,320,902","-5,003,302"
20171219,2330,台積電,"25,899,129","7,609","5,844,605,314",226.5,228.5,224,225,-,2,,,,"33,000","1,912,000","-1,879,000","517,000",,,"-9,442,087",16.96,4.08,3.11,"102,000","183,000","-81,000","602,000","4,000","598,000","11,995,104","20,075,191","-8,080,087"
20171220,2330,台積電,"34,514,333","10,336","7,748,610,375",225,225.5,223.5,224.5,-,0.5,,,,0,"858,000","-858,000","332,000",,,"-12,903,476",16.92,4.07,3.12,"234,000","17,000","217,000","307,000","192,000","115,000","18,780,874","31,158,350","-12,377,476"
20171221,2330,台積電,"20,826,164","5,893","4,696,105,505",226.5,227,224.5,225,+,0.5,,,,0,"496,000","-496,000","-221,000",,,"-5,040,827",16.96,4.08,3.11,"10,000","168,000","-158,000","35,000","98,000","-63,000","13,111,335","17,435,162","-4,323,827"
20171222,2330,台積電,"19,106,483","6,146","4,315,809,802",225,227.5,224,227.5,+,2.5,,,,"6,000","63,000","-57,000","-58,000",,,"492,223",17.14,4.12,3.08,"28,000","83,000","-55,000","52,000","55,000","-3,000","16,786,000","16,178,777","607,223"
20171225,2330,台積電,"4,579,675","2,288","1,045,118,165",228,229.5,226.5,228.5,+,1,,,,"124,000","84,000","40,000","-9,000",,,"829,930",17.22,4.14,3.06,"30,000","22,000","8,000","9,000","26,000","-17,000","1,557,000","758,070","798,930"
20171226,2330,台積電,"13,755,843","3,550","3,118,538,018",229,229,225,226,-,2.5,,,,"71,000","54,580","16,420","31,000",,,"-2,376,080",17.03,4.1,3.1,"173,000","121,000","52,000","78,000","99,000","-21,000","4,524,000","6,947,500","-2,423,500"
20171227,2330,台積電,"12,515,245","5,717","2,820,168,625",225,226,225,225,-,1,,,,"12,000","447,000","-435,000","336,000",,,"-4,364,309",16.96,4.08,3.11,"75,000","32,000","43,000","298,000","5,000","293,000","6,300,012","10,565,321","-4,265,309"
20171228,2330,台積電,"24,370,371","7,413","5,521,736,966",226.5,228,225,226,+,1,,,,"115,000","735,000","-620,000","278,000",,,"1,155,802",17.03,4.1,3.1,"124,000","32,000","92,000","302,000","116,000","186,000","18,188,709","16,690,907","1,497,802"
20171229,2330,台積電,"25,610,443","8,325","5,861,624,377",227.5,230,226.5,229.5,+,3.5,,,,"297,000","35,000","262,000","-601,000",,,"7,015,407",17.29,4.16,3.05,"682,000","657,000","25,000","64,000","690,000","-626,000","17,475,170","10,120,763","7,354,407"
20180102,2330,台積電,"18,055,269","9,954","4,188,555,408",231.5,232.5,231,232.5,+,3,,,,"535,000","21,000","514,000","53,000",,,"10,174,424",17.52,4.21,3.01,"332,000","58,000","274,000","2,000","223,000","-221,000","14,095,108","4,487,684","9,607,424"
20180103,2330,台積電,"31,706,091","13,633","7,504,382,512",236,238,235.5,237,+,4.5,,,,"1,104,000","189,000","915,000","467,000",,,"10,220,833",17.86,4.3,2.95,"632,000","186,000","446,000","264,000","243,000","21,000","20,313,396","11,474,563","8,838,833"
20180104,2330,台積電,"29,179,613","10,953","6,963,192,636",240,240,236.5,239.5,+,2.5,,,,"95,000","48,000","47,000","-30,001",,,"10,947,244",18.05,4.34,2.92,"153,000","98,000","55,000","82,999","168,000","-85,001","20,471,866","9,541,621","10,930,245"
20180105,2330,台積電,"23,721,255","8,659","5,681,934,695",240,240,238,240,+,0.5,,,,"136,000","113,000","23,000","-12,000",,,"9,309,675",18.09,4.35,2.92,"188,000","98,000","90,000","8,000","110,000","-102,000","19,104,797","9,806,122","9,298,675"
20180108,2330,台積電,"21,846,692","10,251","5,281,823,362",242,242.5,240.5,242,+,2,,,,"161,000","13,000","148,000","45,000",,,"10,465,239",18.24,4.39,2.89,"46,000",0,"46,000","48,000","49,000","-1,000","17,528,008","7,255,769","10,272,239"
20180109,2330,台積電,"19,043,123","7,124","4,588,314,012",242,242,239.5,242, ,0,,,,"430,000",0,"430,000","-51,000",,,"1,941,206",18.24,4.39,2.89,"117,000","152,000","-35,000","26,000","42,000","-16,000","13,841,045","12,278,839","1,562,206"
20180110,2330,台積電,"25,716,220","10,534","6,118,683,273",241.5,242,236,236.5,-,5.5,,,,"524,000","74,000","450,000","-116,000",,,"-805,474",17.82,4.29,2.96,"574,000","924,000","-350,000","274,000","40,000","234,000","13,967,976","15,107,450","-1,139,474"
20180111,2330,台積電,"32,070,338","9,199","7,500,674,455",235,236,232.5,235,-,1.5,,,,"41,000","209,000","-168,000","253,000",,,"-6,993,284",17.71,4.26,2.98,"287,000","240,000","47,000","250,000","44,000","206,000","19,103,515","26,181,799","-7,078,284"
20180112,2330,台積電,"23,141,291","7,905","5,463,302,207",234.5,238,233.5,237,+,2,,,,"44,000","35,000","9,000","570,000",,,"-3,475,903",17.86,4.3,2.95,"238,000",0,"238,000","427,000","95,000","332,000","13,255,898","17,310,801","-4,054,903"
20180115,2330,台積電,"28,576,533","9,756","6,832,851,887",240,240,238,240,+,3,,,,"18,000","223,000","-205,000","55,000",,,"377,101",18.09,4.35,2.92,"268,000","48,000","220,000","39,000","204,000","-165,000","21,263,298","20,736,197","527,101"
20180116,2330,台積電,"23,407,632","8,156","5,609,009,540",240,240.5,238,240.5,+,0.5,,,,0,"127,000","-127,000","-203,000",,,"4,574,258",18.12,4.36,2.91,"130,000","91,000","39,000","46,000","288,000","-242,000","19,406,406","14,502,148","4,904,258"
20180117,2330,台積電,"38,118,119","12,593","9,207,582,787",240.5,243,239,242,+,1.5,,,,"77,000","14,000","63,000","1,735,000",,,"17,629,215",18.24,4.39,2.89,"799,000","82,000","717,000","1,036,000","18,000","1,018,000","33,465,193","17,633,978","15,831,215"
20180118,2330,台積電,"50,119,952","19,482","12,406,562,364",245,250,245,248.5,+,6.5,,,,"64,000","1,244,000","-1,180,000","788,000",,,"25,952,979",18.73,4.5,2.82,"960,000","573,000","387,000","610,000","209,000","401,000","37,270,305","10,925,326","26,344,979"
20180119,2330,台積電,"55,061,292","18,801","13,975,174,348",253.5,255.5,251.5,255.5,+,7,,,,"70,000","857,000","-787,000","132,000",,,"21,473,986",19.25,4.63,2.74,"579,000","361,000","218,000","676,000","762,000","-86,000","44,496,504","22,367,518","22,128,986"
20180122,2330,台積電,"45,907,509","13,558","11,934,882,643",257.5,262,257,261.5,+,6,,,,"196,000","934,000","-738,000","-557,000",,,"1,612,886",19.71,4.74,2.68,"370,000","163,000","207,000","189,000","953,000","-764,000","33,139,040","30,231,154","2,907,886"
20180123,2330,台積電,"34,606,444","13,993","9,155,080,569",262.5,266,262.5,266,+,4.5,,,,"139,000","163,000","-24,000","-804,030",,,"12,617,736",20.05,4.82,2.63,"75,000","395,000","-320,000","225,970","710,000","-484,030","26,176,060","12,730,294","13,445,766"
20180124,2330,台積電,"42,600,813","17,287","11,022,372,004",263,263,256.5,258,-,8,,,,"30,000","326,793","-296,793","925,000",,,"401,178",19.44,4.68,2.71,"910,000","304,000","606,000","612,000","293,000","319,000","23,272,520","23,499,549","-227,029"
20180125,2330,台積電,"46,214,756","15,826","11,981,089,514",258,264,256.5,258, ,0,,,,"208,000","169,000","39,000","74,000",,,"5,165,118",19.44,4.68,2.71,"223,000","190,000","33,000","436,000","395,000","41,000","33,304,243","28,252,125","5,052,118"
20180126,2330,台積電,"43,514,523","12,821","11,101,977,348",256.5,257.5,253.5,255,-,3,,,,"10,000","1,633,000","-1,623,000","622,000",,,"1,413,436",19.22,4.62,2.75,"472,000","25,000","447,000","496,000","321,000","175,000","26,301,390","23,886,954","2,414,436"
20180129,2330,台積電,"31,306,234","12,211","8,067,780,117",259,261.5,255,258.5,+,3.5,,,,"307,000","255,000","52,000","722,000",,,"4,868,801",19.48,4.68,2.71,"214,000","82,000","132,000","807,000","217,000","590,000","17,369,201","13,274,400","4,094,801"
20180130,2330,台積電,"37,410,591","12,987","9,523,980,994",256,257.5,252.5,253,-,5.5,,,,"49,000","190,000","-141,000","520,000",,,"-1,128,849",19.07,4.58,2.77,"390,000","136,000","254,000","478,000","212,000","266,000","20,256,779","21,764,628","-1,507,849"
20180131,2330,台積電,"45,807,808","13,553","11,670,582,000",253,257.5,252,255,+,2,,,,"65,000","35,000","30,000","1,963,000",,,"3,523,442",19.22,4.62,2.75,"1,865,000","256,000","1,609,000","562,000","208,000","354,000","33,932,132","32,401,690","1,530,442"
20180201,2330,台積電,"30,900,457","13,598","8,022,694,430",257.5,261,257,259.5,+,4.5,,,,"135,000","25,000","110,000","-653,000",,,"-4,425,839",19.56,4.7,2.7,"296,000","112,000","184,000","132,000","969,000","-837,000","14,436,757","18,319,596","-3,882,839"
20180202,2330,台積電,"25,707,560","11,404","6,633,344,540",259,260,255,259.5, ,0,,,,"48,000","135,000","-87,000","-580,000",,,"-7,332,993",19.56,4.7,2.7,"155,000","249,000","-94,000","161,000","647,000","-486,000","11,572,657","18,238,650","-6,665,993"
20180205,2330,台積電,"46,554,379","16,909","11,742,299,859",251,254.5,250.5,253,-,6.5,,,,"33,000","82,000","-49,000","978,010",,,"-21,037,541",19.07,4.58,2.77,"1,075,010","284,000","791,010","905,000","718,000","187,000","16,489,668","38,456,219","-21,966,551"
