DateTime,Volume,Transaction,Open,High,Low,Close,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet,PE-Ratio,PBR,Yield,ForeignVol,TrustVol,DealerVol,InvestorsVol,Pattern,Trend,InvestorsNet_Dir,ForeignNet_Dir,TrustNet_Dir,DealerNet_Dir,Dir2
2014-03-27,31399,8641,114.5,116.0,114.0,116.0,+,0.5,25153,11626,13526,589,218,371,45,348,303,13942,15.98,3.55,2.59,36779,807,651,38237,0,0,1,1,1,1,1
2014-03-28,43794,12521,116.0,117.5,115.5,117.5,+,1.5,33034,7141,25892,0,436,-436,-1298,205,1503,24158,16.18,3.59,2.55,40176,436,1708,42320,0,0,1,1,0,0,1
2014-03-31,47146,8839,118.0,118.5,116.5,118.5,+,1.0,42502,19584,22917,307,298,9,-472,301,773,22454,16.32,3.62,2.53,62087,605,1074,63766,0,0,1,1,1,0,1
2014-04-01,40636,12571,119.0,119.5,118.5,119.5,+,1.0,36116,13632,22484,380,295,85,-347,137,484,22222,16.46,3.66,2.51,49748,675,621,51044,0,0,1,1,1,0,1
2014-04-02,43684,9400,120.5,121.0,119.0,120.0,+,0.5,35790,16612,19178,1327,460,867,-830,137,967,19215,16.53,3.67,2.5,52402,1787,1104,55293,0,0,1,1,1,0,1
2014-04-03,37000,10198,118.5,119.0,117.5,118.5,-,1.5,28360,23791,4568,1,857,-856,191,519,328,3903,16.32,3.62,2.53,52151,858,847,53856,0,0,1,1,0,1,2
2014-04-07,45254,11316,117.5,118.0,116.5,117.5,-,1.0,39193,32336,6856,0,234,-234,383,434,51,7005,16.18,3.59,2.55,71529,234,485,72248,0,0,1,1,0,1,2
2014-04-08,43894,9396,117.0,119.5,117.0,119.0,+,1.5,28125,22841,5283,0,455,-455,193,487,294,5021,16.39,3.64,2.52,50967,455,781,52203,0,0,1,1,0,1,1
2014-04-09,29648,8284,119.5,120.0,119.0,119.0, ,0.0,22341,17146,5194,11,0,11,-515,97,612,4690,16.39,3.64,2.52,39487,11,709,40207,0,0,1,1,1,0,0
2014-04-10,27215,7229,119.0,119.5,118.5,119.5,+,0.5,18666,19559,-893,143,438,-294,290,715,425,-897,16.46,3.66,2.51,38226,581,1140,39947,0,0,0,0,0,1,1
2014-04-11,34847,7639,118.5,120.0,118.0,120.0,+,0.5,19445,20219,-773,1310,317,993,273,484,211,492,16.53,3.67,2.5,39664,1627,695,41986,0,0,1,0,1,1,1
2014-04-14,31053,8739,120.0,121.0,120.0,120.5,+,0.5,22626,17921,4705,1489,373,1115,-36,324,360,5784,16.6,3.69,2.49,40548,1862,684,43095,0,0,1,1,1,0,1
2014-04-15,29397,9839,121.5,122.5,121.0,122.5,+,2.0,13873,16826,-2953,214,691,-477,463,859,396,-2967,16.87,3.75,2.45,30699,905,1255,32859,0,0,0,0,0,1,1
2014-04-16,51075,10989,121.5,122.5,121.0,121.0,-,1.5,30990,40087,-9096,50,580,-530,-1248,1582,2830,-10874,16.67,3.7,2.48,71077,630,4412,76119,0,0,0,0,0,0,2
2014-04-17,36418,9152,120.5,121.5,119.0,120.0,-,1.0,12105,30226,-18120,409,303,106,826,2053,1227,-17188,16.53,3.67,2.5,42331,712,3280,46323,0,0,0,0,1,1,2
2014-04-18,32921,9515,122.5,123.0,121.0,123.0,+,3.0,14878,4689,10188,339,806,-467,-3159,726,3885,6562,16.94,3.76,2.44,19567,1145,4611,25323,0,0,1,1,0,0,1
2014-04-21,24162,5868,122.0,122.0,121.0,121.5,-,1.5,10987,16265,-5278,50,811,-761,-83,124,207,-6122,16.74,3.72,2.47,27252,861,331,28444,0,0,0,0,0,0,2
2014-04-22,27034,5886,121.0,122.5,120.5,121.5, ,0.0,17151,22119,-4968,300,701,-401,162,279,117,-5207,16.74,3.72,2.47,39270,1001,396,40667,0,0,0,0,0,1,0
2014-04-23,34358,8145,123.0,123.0,120.5,121.0,-,0.5,22996,25897,-2901,160,811,-651,-440,210,650,-3992,16.67,3.7,2.48,48894,971,860,50725,1,0,0,0,0,0,2
2014-04-24,25524,6289,121.0,121.0,120.0,121.0, ,0.0,17889,17875,13,0,1006,-1006,15,169,154,-977,16.67,3.7,2.48,35765,1006,323,37094,0,0,0,1,0,1,0
2014-04-25,49438,11457,121.0,121.0,118.0,118.5,-,2.5,25465,21582,3883,219,477,-258,-554,740,1294,3070,16.32,3.62,2.53,47048,696,2034,49779,0,0,1,1,0,0,2
2014-04-28,28068,7030,118.5,120.0,117.5,119.0,+,0.5,18571,15369,3201,10,693,-683,-100,202,302,2418,16.39,3.64,2.52,33941,703,504,35148,0,0,1,1,0,0,1
2014-04-29,21811,4991,120.5,121.0,119.0,120.5,+,1.5,16529,14108,2420,100,3,97,-1064,231,1295,1453,16.6,3.69,2.49,30637,103,1526,32266,0,0,1,1,1,0,1
2014-04-30,44124,9169,120.0,120.5,117.0,118.5,-,2.0,18305,35098,-16792,28,109,-81,-518,418,936,-17391,16.32,3.62,2.53,53404,137,1354,54895,0,0,0,0,0,0,2
2014-05-02,45030,9573,119.0,119.5,117.0,118.0,-,0.5,25574,38354,-12779,0,233,-233,811,1017,206,-12201,16.25,3.61,2.54,63929,233,1223,65385,0,0,0,0,0,1,2
2014-05-05,28887,8961,117.5,118.0,116.0,117.0,-,1.0,10301,22316,-12015,0,309,-309,349,973,624,-11975,16.12,3.58,2.56,32618,309,1597,34524,0,0,0,0,0,1,2
2014-05-06,27525,5217,117.0,119.0,116.5,118.0,+,1.0,7166,21531,-14365,2,140,-138,888,2331,1443,-13615,16.25,3.61,2.54,28697,142,3774,32613,0,0,0,0,0,1,1
2014-05-07,33276,6945,118.0,119.0,117.5,118.5,+,0.5,19511,26265,-6754,290,17,273,88,1711,1622,-6392,16.32,3.62,2.53,45776,307,3333,49416,0,0,0,0,1,1,1
2014-05-08,30096,5599,119.5,120.0,119.0,119.5,+,1.0,21598,22715,-1117,269,33,236,-264,230,494,-1145,16.46,3.66,2.51,44313,302,724,45339,0,0,0,0,1,0,1
2014-05-09,23287,6405,120.0,120.0,119.0,120.0,+,0.5,16401,17038,-637,40,11,29,-942,212,1154,-1550,16.53,3.67,2.5,33439,51,1366,34856,0,0,0,0,1,0,1
2014-05-12,37048,6664,119.5,120.0,117.5,118.5,-,1.5,26021,26458,-437,80,13,67,103,623,520,-267,16.32,3.62,2.53,52479,93,1143,53715,0,0,0,0,1,1,2
2014-05-13,24046,7767,120.0,121.0,119.5,120.5,+,2.0,21982,7704,14277,229,22,207,-413,415,828,14071,16.6,3.69,2.49,29686,251,1243,31180,0,0,1,1,1,0,1
2014-05-14,32903,9719,121.0,122.0,120.5,122.0,+,1.5,29779,11596,18182,237,72,165,-176,355,531,18171,16.8,3.52,2.46,41375,309,886,42570,0,0,1,1,1,0,1
2014-05-15,16813,5040,121.0,122.0,120.5,122.0, ,0.0,8840,11658,-2818,40,6,34,338,379,41,-2446,16.09,3.52,2.46,20499,46,420,20965,0,0,0,0,1,1,0
2014-05-16,28679,7047,122.0,123.0,121.0,122.0, ,0.0,21753,12751,9001,0,113,-113,-4656,87,4743,4232,16.09,3.52,2.46,34504,113,4830,39447,0,0,1,1,0,0,0
2014-05-19,20829,5325,122.0,122.5,121.0,121.0,-,1.0,13640,10928,2711,352,25,327,58,240,182,3096,15.96,3.5,2.48,24568,377,422,25367,0,0,1,1,1,1,2
2014-05-20,25402,7109,122.0,122.0,121.0,121.0, ,0.0,13873,13832,40,0,8,-8,-162,209,371,-129,15.96,3.5,2.48,27705,8,580,28293,0,0,0,1,0,0,0
2014-05-21,24218,6337,122.0,122.0,120.5,120.5,-,0.5,15334,15181,152,0,85,-85,-169,245,414,-101,15.9,3.48,2.49,30515,85,659,31259,0,0,0,1,0,0,2
2014-05-22,26336,5227,121.5,122.0,121.0,122.0,+,1.5,17279,14543,2735,0,300,-300,653,821,168,3088,16.09,3.52,2.46,31822,300,989,33111,0,0,1,1,0,1,1
2014-05-23,31778,6260,121.0,122.5,121.0,122.0, ,0.0,20613,23525,-2912,170,171,-1,762,785,23,-2151,16.09,3.52,2.46,44138,341,808,45287,0,0,0,0,0,1,0
2014-05-26,19854,7319,123.0,123.5,122.0,123.0,+,1.0,8792,6177,2614,3,549,-546,-120,423,543,1948,16.23,3.55,2.44,14969,552,966,16487,0,0,1,1,0,0,1
2014-05-27,18301,6092,122.5,124.0,122.5,123.5,+,0.5,5756,10423,-4667,87,500,-413,-51,402,453,-5131,16.29,3.57,2.43,16179,587,855,17621,0,0,0,0,0,0,1
2014-05-28,37799,8443,124.0,124.0,122.5,124.0,+,0.5,23774,14039,9735,0,850,-850,304,558,254,9189,16.36,3.58,2.42,37814,850,812,39476,0,0,1,1,0,1,1
2014-05-29,43079,9131,123.5,124.0,121.5,122.0,-,2.0,23139,12831,10307,0,263,-263,1121,1378,256,11166,16.09,3.52,2.46,35970,263,1634,37867,0,0,1,1,0,1,2
2014-05-30,69113,10342,122.0,122.5,119.5,119.5,-,2.5,37719,48952,-11233,0,1306,-1306,681,1697,1016,-11858,15.77,3.45,2.51,86671,1306,2713,90690,0,0,0,0,0,1,2
2014-06-03,40522,10640,120.0,122.5,120.0,122.5,+,3.0,29421,20235,9186,0,2078,-2078,-37,486,523,7071,16.16,3.54,2.45,49656,2078,1009,52743,0,0,1,1,0,0,1
2014-06-04,33486,8162,123.5,124.0,123.0,123.5,+,1.0,30056,9906,20150,0,287,-287,-981,182,1163,18882,16.29,3.57,2.43,39963,287,1345,41595,0,0,1,1,0,0,1
2014-06-05,19558,4842,123.0,123.5,121.5,123.0,-,0.5,8630,11916,-3286,41,715,-674,-633,222,855,-4593,16.23,3.55,2.44,20546,756,1077,22379,0,0,0,0,0,0,2
2014-06-06,19282,4910,123.5,123.5,122.0,122.5,-,0.5,9789,12134,-2345,0,563,-563,-305,196,501,-3213,16.16,3.54,2.45,21923,563,697,23183,0,0,0,0,0,0,2
2014-06-09,19730,5157,122.5,123.5,122.5,123.0,+,0.5,11020,12396,-1376,0,589,-589,292,309,17,-1673,16.23,3.55,2.44,23416,589,326,24331,0,0,0,0,0,1,1
2014-06-10,26661,6557,123.0,124.5,122.5,124.5,+,1.5,19558,12358,7199,3,737,-734,30,290,260,6495,16.42,3.6,2.41,31917,740,550,33207,0,0,1,1,0,1,1
2014-06-11,27990,6589,124.0,125.0,123.5,125.0,+,0.5,23327,14400,8927,0,1296,-1296,-1064,247,1311,6567,16.49,3.61,2.4,37728,1296,1558,40582,0,0,1,1,0,0,1
2014-06-12,22300,5812,124.0,124.0,123.0,123.5,-,1.5,15531,16889,-1358,10,2762,-2752,-141,246,387,-4251,16.29,3.57,2.43,32421,2772,633,35826,0,0,0,0,0,0,2
2014-06-13,17197,4424,123.0,123.5,122.5,123.0,-,0.5,12082,14451,-2368,3,665,-662,-67,100,167,-3097,16.23,3.55,2.44,26534,668,267,27469,0,0,0,0,0,0,2
2014-06-16,13737,5010,122.5,124.0,122.5,124.0,+,1.0,10510,9022,1487,0,908,-908,-29,178,207,550,16.36,3.58,2.42,19533,908,385,20826,0,0,1,1,0,0,1
2014-06-17,20568,6971,124.0,125.0,123.0,125.0,+,1.0,17434,10785,6648,126,557,-431,1272,1902,630,7489,16.49,3.61,2.4,28219,683,2532,31434,0,0,1,1,0,1,1
2014-06-18,38103,8642,125.0,126.5,124.0,125.5,+,0.5,34944,19889,15055,59,474,-415,-1979,1216,3195,12661,16.56,3.63,2.39,54833,533,4411,59777,0,0,1,1,0,0,1
2014-06-19,25211,5043,124.5,126.0,124.5,126.0,+,0.5,20628,19950,677,222,288,-66,386,652,266,997,16.62,3.64,2.38,40578,510,918,42006,0,0,1,1,0,1,1
2014-06-20,31589,5267,126.5,127.0,124.0,124.5,-,1.5,23236,23975,-739,593,1619,-1026,637,1176,539,-1128,16.42,3.6,2.41,47211,2212,1715,51138,1,0,0,0,0,1,2
2014-06-23,25147,6320,125.0,125.5,123.0,123.0,-,1.5,13455,14702,-1247,0,260,-260,588,1430,842,-919,16.23,3.55,2.44,28157,260,2272,30689,0,0,0,0,0,1,2
2014-06-24,36234,8507,123.0,123.5,122.0,123.0, ,0.0,19073,20246,-1172,96,418,-322,3246,3852,606,1751,16.23,3.55,2.44,39320,514,4458,44292,0,1,1,0,0,1,0
2014-06-25,31028,7395,123.0,124.5,123.0,123.5,+,0.5,13128,7985,5142,416,142,274,2787,3251,464,8203,16.29,3.57,2.43,21113,558,3715,25386,0,1,1,1,1,1,1
2014-06-26,33938,5578,124.5,125.0,123.5,124.5,+,1.0,21450,17258,4192,1323,0,1323,670,1377,707,6185,16.42,3.6,2.41,38708,1323,2084,42115,0,1,1,1,1,1,1
2014-06-27,44450,9021,125.0,126.5,124.0,125.5,+,1.0,28994,19399,9594,352,139,213,66,859,793,9873,16.56,3.63,2.39,48393,491,1652,50536,0,1,1,1,1,1,1
2014-06-30,38191,7469,126.0,127.0,125.0,126.5,+,1.0,26222,24252,1969,608,287,321,71,619,548,2361,16.69,3.65,2.36,50475,895,1167,52537,0,1,1,1,1,1,1
2014-07-01,33022,7806,126.5,128.5,126.0,128.0,+,1.5,16535,21354,-4818,201,52,149,547,1575,1028,-4122,16.89,3.7,2.34,37890,253,2603,40746,0,1,0,0,1,1,1
2014-07-02,51623,13133,129.5,132.5,129.0,132.5,+,4.5,26558,14631,11927,399,668,-269,-1661,674,2335,9996,17.48,3.83,2.26,41189,1067,3009,45265,0,0,1,1,0,0,1
2014-07-03,41188,12822,131.5,135.0,130.5,134.5,+,2.0,15025,26715,-11690,629,168,461,-102,786,888,-11331,17.74,3.89,2.22,41740,797,1674,44211,0,0,0,0,1,0,1
2014-07-04,44516,13513,133.5,136.0,132.0,135.0,+,0.5,11470,30369,-18899,194,371,-177,66,600,534,-19010,17.81,3.9,2.21,41839,565,1134,43538,0,0,0,0,0,1,1
2014-07-07,32207,10456,134.5,136.0,132.5,136.0,+,1.0,15182,19069,-3886,77,56,21,-1702,230,1932,-5567,17.94,3.93,2.2,34252,133,2162,36547,0,0,0,0,1,0,1
2014-07-08,36299,7852,135.5,136.0,134.0,134.5,-,1.5,12082,19924,-7842,82,205,-123,-2111,619,2730,-10076,17.74,3.89,2.22,32007,287,3349,35643,0,0,0,0,0,0,2
2014-07-09,39336,10775,133.5,135.0,133.5,134.0,-,0.5,14386,30332,-15946,40,14,26,88,521,432,-15831,17.68,3.87,2.23,44719,54,953,45726,0,0,0,0,1,1,2
2014-07-10,51132,9008,134.5,136.0,134.5,134.5,+,0.5,18416,45204,-26787,216,224,-8,3080,3199,119,-23715,17.74,3.89,2.22,63620,440,3318,67378,0,0,0,0,0,1,1
2014-07-11,43513,11824,136.0,138.0,135.5,136.5,+,2.0,20148,18034,2113,40,300,-260,1754,2716,962,3607,18.01,3.94,2.19,38182,340,3678,42200,0,2,1,1,0,1,1
2014-07-14,46818,14589,134.5,134.5,132.5,132.5,X,0.0,18148,32320,-14172,40,430,-390,-2340,598,2938,-16902,17.48,3.83,2.26,50468,470,3536,54474,0,2,0,0,0,0,2
2014-07-15,37976,8483,133.0,134.0,132.5,133.0,+,0.5,26879,30027,-3148,0,353,-353,930,1467,537,-2571,17.55,3.84,2.25,56906,353,2004,59263,0,2,0,0,0,1,1
2014-07-16,42072,10001,133.0,133.5,130.0,130.5,-,2.5,21795,33873,-12078,86,64,22,1529,2294,765,-10527,17.22,3.77,2.29,55669,150,3059,58878,0,2,0,0,1,1,2
2014-07-17,138665,34866,125.0,125.5,123.0,124.5,-,6.0,39460,109647,-70186,1496,1560,-64,2686,4694,2008,-67564,16.42,3.6,2.4,149107,3056,6702,158865,0,0,0,0,0,1,2
2014-07-18,97366,21786,121.5,124.0,121.5,123.5,-,1.0,47569,82478,-34909,665,25,640,3360,5534,2174,-30909,16.29,3.57,2.42,130047,690,7708,138445,0,0,0,0,1,1,2
2014-07-21,58994,15070,124.0,124.5,122.5,123.5, ,0.0,26824,51584,-24760,530,327,203,1064,1620,556,-23493,16.29,3.57,2.42,78408,857,2176,81441,0,0,0,0,1,1,0
2014-07-22,53307,12061,123.5,125.0,122.5,124.5,+,1.0,31190,45651,-14461,252,827,-575,354,1416,1062,-14682,16.42,3.6,2.4,76841,1079,2478,80398,0,0,0,0,0,1,1
2014-07-24,66041,12534,124.5,125.0,124.0,125.0,+,0.5,42028,57985,-15957,402,8,394,365,1262,897,-15198,16.49,3.61,2.39,100013,410,2159,102582,0,0,0,0,1,1,1
2014-07-25,31609,11359,124.5,125.0,122.5,123.0,-,2.0,9537,24586,-15049,324,5,319,-496,662,1158,-15226,16.23,3.55,2.43,34123,329,1820,36272,0,0,0,0,1,0,2
2014-07-28,43514,13121,122.0,122.5,121.0,121.5,-,1.5,24010,37302,-13292,1600,578,1022,298,1006,708,-11972,16.03,3.51,2.46,61312,2178,1714,65204,0,0,0,0,1,1,2
2014-07-29,40749,11381,122.5,124.0,122.0,124.0,+,2.5,35456,26395,9060,159,72,87,-277,891,1168,8870,16.36,3.58,2.41,61851,231,2059,64141,0,0,1,1,1,0,1
2014-07-30,32428,7029,123.5,125.0,123.0,124.5,+,0.5,24147,24434,-287,420,27,393,264,766,502,369,16.42,3.6,2.4,48581,447,1268,50296,0,2,1,0,1,1,1
2014-07-31,44806,13163,124.0,124.0,121.0,121.0,-,3.5,15723,38400,-22677,624,22,602,1115,1815,700,-20960,15.96,3.5,2.47,54123,646,2515,57285,0,0,0,0,1,1,2
2014-08-01,61873,13006,120.0,121.0,119.5,120.0,-,1.0,33682,54201,-20518,283,574,-291,771,1368,597,-20038,15.83,3.47,2.49,87884,857,1965,90706,0,0,0,0,0,1,2
2014-08-04,39730,8471,120.0,123.5,120.0,123.5,+,3.5,28640,30821,-2180,311,83,228,1296,1684,388,-656,16.29,3.57,2.42,59461,394,2072,61928,0,0,0,0,1,1,1
2014-08-05,61536,15190,122.5,122.5,119.5,119.5,-,4.0,22744,56544,-33800,297,62,235,89,1532,1443,-33476,15.77,3.45,2.5,79288,359,2975,82622,0,0,0,0,1,1,2
2014-08-06,38043,9762,119.0,121.5,119.0,120.5,+,1.0,25700,26181,-481,179,407,-228,-513,564,1077,-1222,15.9,3.48,2.48,51882,586,1641,54109,0,0,0,0,0,0,1
2014-08-07,30079,8143,120.5,121.5,119.5,121.5,+,1.0,18073,22941,-4867,911,350,561,247,868,621,-4059,16.03,3.51,2.46,41015,1261,1489,43765,0,0,0,0,1,1,1
2014-08-08,35170,7307,120.5,121.0,119.5,120.5,-,1.0,17281,31174,-13893,776,158,618,15,795,780,-13260,15.9,3.48,2.48,48455,934,1575,50964,0,0,0,0,1,1,2
2014-08-11,42993,10623,120.0,121.0,119.5,120.5, ,0.0,13840,34196,-20355,179,30,149,246,576,330,-19960,15.9,3.48,2.48,48036,209,906,49151,0,0,0,0,1,1,0
2014-08-12,32278,7524,121.0,122.0,120.5,121.5,+,1.0,13398,23857,-10458,96,38,58,1099,1484,385,-9301,16.03,3.51,2.46,37255,134,1869,39258,0,0,0,0,1,1,1
2014-08-13,39837,8735,121.0,123.5,120.5,122.5,+,1.0,18417,30147,-11729,499,150,349,1195,1738,543,-10185,16.16,3.62,2.44,48565,649,2281,51495,0,0,0,0,1,1,1
2014-08-14,32955,9499,123.5,124.0,123.0,124.0,+,1.5,16211,20904,-4693,519,0,519,-778,467,1245,-4952,15.74,3.67,2.41,37115,519,1712,39346,0,0,0,0,1,0,1
2014-08-15,19189,4823,124.5,125.0,123.0,124.0, ,0.0,11101,10726,375,191,40,151,-1050,315,1365,-523,15.74,3.67,2.41,21827,231,1680,23738,0,0,0,1,1,0,0
2014-08-18,14766,3958,124.0,124.0,122.5,123.0,-,1.0,7719,11029,-3309,498,1,497,-168,509,677,-2980,15.61,3.64,2.43,18748,499,1186,20433,0,0,0,0,1,0,2
2014-08-19,31922,8062,124.0,125.0,123.5,124.0,+,1.0,22763,20538,2225,293,69,224,170,436,265,2619,15.74,3.67,2.41,43302,362,701,44365,0,0,1,1,1,1,1
2014-08-20,28975,9137,125.0,125.5,124.5,125.5,+,1.5,17845,14000,3845,578,15,563,86,726,640,4494,15.93,3.71,2.38,31845,593,1366,33804,0,0,1,1,1,1,1
2014-08-21,23089,7165,126.0,126.0,124.0,124.5,-,1.0,14389,15000,-611,1089,0,1089,-567,507,1074,-89,15.8,3.68,2.4,29389,1089,1581,32059,4,0,0,0,1,0,2
2014-08-22,42775,10719,124.5,126.0,123.5,125.5,+,1.0,34720,31241,3479,224,31,193,655,915,260,4327,15.93,3.71,2.38,65962,255,1175,67392,0,0,1,1,1,1,1
2014-08-25,21107,5152,125.5,126.0,125.0,125.0,-,0.5,13472,12392,1079,177,69,108,203,355,152,1390,15.86,3.7,2.39,25864,246,507,26617,0,0,1,1,1,1,2
2014-08-26,30428,6140,125.0,125.5,124.0,124.5,-,0.5,15745,26372,-10627,143,19,124,-31,507,538,-10534,15.8,3.68,2.4,42118,162,1045,43325,0,0,0,0,1,0,2
2014-08-27,36839,8829,125.5,126.0,124.5,125.5,+,1.0,23736,31293,-7557,659,30,629,929,1133,204,-5999,15.93,3.71,2.38,55030,689,1337,57056,0,0,0,0,1,1,1
2014-08-28,21759,5251,126.0,126.0,124.5,125.0,-,0.5,10688,17506,-6817,544,0,544,-45,486,531,-6318,15.86,3.7,2.39,28195,544,1017,29756,0,0,0,0,1,0,2
2014-08-29,28358,4468,124.5,125.0,124.0,124.0,-,1.0,19987,24162,-4174,250,124,126,-118,880,998,-4166,15.74,3.67,2.41,44149,374,1878,46401,0,0,0,0,1,0,2
2014-09-01,37523,13072,125.0,128.5,125.0,128.5,+,4.5,25654,8864,16789,861,56,805,1599,2405,806,19193,16.31,3.8,2.33,34518,917,3211,38646,0,0,1,1,1,1,1
2014-09-02,20057,6797,128.0,128.0,125.5,126.0,-,2.5,8942,11557,-2615,748,0,748,-1215,579,1794,-3082,15.99,3.73,2.37,20499,748,2373,23620,2,0,0,0,1,0,2
2014-09-03,24642,7148,127.0,128.0,125.5,128.0,+,2.0,19607,14982,4624,603,114,489,-1429,255,1684,3684,16.24,3.79,2.34,34590,717,1939,37246,0,0,1,1,1,0,1
2014-09-04,22110,6492,128.0,128.0,126.0,127.5,-,0.5,13274,14053,-779,3313,0,3313,-660,377,1037,1873,16.18,3.77,2.35,27328,3313,1414,32055,0,0,1,0,1,0,2
2014-09-05,20128,6377,128.5,128.5,125.5,127.0,-,0.5,11388,11010,377,614,165,449,-28,942,970,798,16.12,3.76,2.35,22398,779,1912,25089,1,2,1,1,1,0,2
2014-09-09,24359,5122,127.5,127.5,126.5,127.0, ,0.0,17693,18856,-1163,246,63,183,508,806,298,-472,16.12,3.76,2.35,36549,309,1104,37962,0,0,0,0,1,1,0
2014-09-10,29718,9929,126.0,126.0,124.0,125.0,-,2.0,10196,23278,-13081,50,0,50,-283,1080,1363,-13314,15.86,3.7,2.39,33475,50,2443,35968,0,0,0,0,1,0,2
2014-09-11,24328,9292,126.0,126.0,125.0,125.0, ,0.0,19126,19045,81,523,0,523,-746,163,909,-142,15.86,3.7,2.39,38171,523,1072,39766,0,0,0,1,1,0,0
2014-09-12,20299,7012,124.5,125.0,123.0,123.0,-,2.0,8242,14482,-6240,185,0,185,-1592,447,2039,-7647,15.61,3.64,2.43,22724,185,2486,25395,0,0,0,0,1,0,2
2014-09-15,19643,5926,122.5,123.5,122.0,123.5,+,0.5,10995,15178,-4183,151,70,81,-149,613,762,-4251,15.67,3.65,2.42,26174,221,1375,27770,0,0,0,0,1,0,1
2014-09-16,19248,4550,123.0,123.0,122.0,122.5,-,1.0,4613,16975,-12361,320,6,314,225,374,149,-11822,15.55,3.62,2.44,21588,326,523,22437,0,0,0,0,1,1,2
2014-09-17,24018,6056,123.5,125.0,123.0,124.5,+,2.0,12019,17682,-5663,162,28,134,3781,4764,983,-1748,15.8,3.68,2.4,29702,190,5747,35639,0,0,0,0,1,1,1
2014-09-18,14791,3768,124.5,125.0,123.5,125.0,+,0.5,11104,11177,-73,48,313,-265,-37,570,607,-375,15.86,3.7,2.39,22282,361,1177,23820,0,0,0,0,0,0,1
2014-09-19,30781,6541,125.5,126.0,125.0,125.0, ,0.0,24909,25168,-258,339,168,171,-295,840,1135,-383,15.86,3.7,2.39,50078,507,1975,52561,0,0,0,0,1,0,0
2014-09-22,40658,12386,124.0,124.0,122.0,122.0,-,3.0,14148,35009,-20861,639,85,554,-1012,627,1639,-21318,15.48,3.61,2.45,49157,724,2266,52147,0,0,0,0,1,0,2
2014-09-23,16208,4520,123.0,123.5,122.0,122.5,+,0.5,10489,12489,-2000,458,0,458,494,910,416,-1048,15.55,3.62,2.44,22978,458,1326,24762,6,0,0,0,1,1,1
2014-09-24,28552,8362,122.0,124.0,122.0,123.0,+,0.5,22827,21995,831,661,150,511,202,504,302,1544,15.61,3.64,2.43,44822,811,806,46439,0,0,1,1,1,1,1
2014-09-25,23840,7472,123.0,124.0,121.5,122.0,-,1.0,16426,14049,2377,279,1319,-1040,-349,634,983,988,15.48,3.61,2.45,30475,1598,1617,33690,0,0,1,1,0,0,2
2014-09-26,25408,7565,121.0,121.5,120.5,121.0,-,1.0,15586,15823,-237,522,175,347,385,798,413,494,15.36,3.58,2.47,31409,697,1211,33317,0,0,1,0,1,1,2
2014-09-29,55071,8787,122.0,122.0,120.0,120.5,-,0.5,37206,51309,-14102,813,0,813,-32,687,719,-13321,15.29,3.56,2.48,88516,813,1406,90735,1,1,0,0,1,0,2
2014-09-30,52027,10098,120.0,121.0,119.0,120.0,-,0.5,34165,42520,-8354,581,0,581,-177,1709,1886,-7950,15.23,3.55,2.49,76686,581,3595,80862,0,1,0,0,1,0,2
2014-10-01,42581,10354,120.0,122.0,120.0,121.5,+,1.5,26640,36885,-10245,1613,0,1613,1446,2427,981,-7186,15.42,3.59,2.46,63525,1613,3408,68546,0,0,0,0,1,1,1
2014-10-02,30795,7962,121.0,122.5,120.5,121.0,-,0.5,21463,23629,-2166,769,24,745,1158,1716,558,-263,15.36,3.58,2.47,45093,793,2274,48160,0,1,0,0,1,1,2
2014-10-03,52042,13294,122.5,125.0,122.0,124.5,+,3.5,38907,26325,12581,2003,85,1918,-2447,866,3313,12052,15.8,3.68,2.4,65232,2088,4179,71499,0,0,1,1,1,0,1
2014-10-06,39292,8484,125.0,126.0,124.0,126.0,+,1.5,33659,23990,9669,367,569,-202,-404,568,972,9063,15.99,3.73,2.37,57650,936,1540,60126,0,2,1,1,0,0,1
2014-10-07,40188,9286,125.0,125.5,123.5,125.0,-,1.0,34892,28534,6357,120,98,22,-2365,131,2496,4014,15.86,3.7,2.39,63426,218,2627,66271,0,2,1,1,1,0,2
2014-10-08,30938,7052,123.5,125.0,122.5,122.5,-,2.5,15320,27357,-12036,1333,34,1299,699,881,182,-10038,15.55,3.62,2.44,42677,1367,1063,45107,0,0,0,0,1,1,2
2014-10-09,37115,8511,124.0,125.0,123.5,125.0,+,2.5,20140,24014,-3874,602,27,575,-323,550,873,-3622,15.86,3.7,2.39,44154,629,1423,46206,0,0,0,0,1,0,1
2014-10-13,77985,17422,119.0,121.5,118.0,120.5,-,4.5,33393,56142,-22749,1218,149,1069,-12,1339,1351,-21692,15.29,3.56,2.48,89535,1367,2690,93592,0,1,0,0,1,0,2
2014-10-14,31887,7721,120.0,121.5,119.5,121.0,+,0.5,18424,27242,-8817,878,125,753,142,940,798,-7922,15.36,3.58,2.47,45666,1003,1738,48407,0,1,0,0,1,1,1
2014-10-15,50496,8865,121.5,123.0,121.0,121.5,+,0.5,39170,39566,-395,1314,30,1284,-1788,264,2052,-899,15.42,3.59,2.46,78736,1344,2316,82396,0,1,0,0,1,0,1
