DateTime,Volume,Transaction,Open,High,Low,Close,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet,PE-Ratio,PBR,Yield,ForeignVol,TrustVol,DealerVol,InvestorsVol,Pattern,Trend,InvestorsNet_Dir,ForeignNet_Dir,TrustNet_Dir,DealerNet_Dir,Dir2
2020-11-04,37929,30087,444.5,451.5,443.0,450.0,+,9.0,19648,10790,8857,122,0,122,799,1437,638,9779,25.66,6.78,2.11,30439,122,2075,32636,0,0,1,1,1,1,1
2020-11-05,36539,24764,451.5,451.5,445.5,451.0,+,1.0,27496,15657,11838,184,30,154,-69,601,670,11923,26.24,7.21,1.91,43154,214,1271,44639,0,0,1,1,1,0,1
2020-11-06,32644,20999,455.0,455.5,450.0,452.5,+,1.5,25339,9831,15507,0,117,-117,-594,365,959,14796,25.8,6.82,2.1,35171,117,1324,36612,0,0,1,1,0,0,1
2020-11-09,43415,27868,458.0,460.0,454.0,458.5,+,6.0,29901,13948,15953,0,170,-170,835,1536,701,16619,26.14,6.91,2.07,43849,170,2237,46257,0,1,1,1,0,1,1
2020-11-10,36786,31009,452.0,454.5,448.5,451.0,-,7.5,15265,26260,-10994,115,96,19,-1133,315,1448,-12108,25.71,6.8,2.11,41526,211,1763,43500,0,1,0,0,1,0,2
2020-11-11,40355,23150,448.5,457.0,448.5,457.0,+,6.0,27909,23623,4286,0,159,-159,2410,2893,483,6537,26.05,6.89,2.08,51532,159,3376,55068,7,1,1,1,0,1,1
2020-11-12,57993,28011,463.0,463.5,457.5,458.0,+,1.0,45648,32061,13586,64,143,-79,52,614,561,13560,26.11,6.9,2.07,77710,207,1176,79094,0,1,1,1,0,1,1
2020-11-13,31483,21663,459.0,462.0,456.5,462.0,+,4.0,18406,13192,5213,12,661,-649,552,933,381,5117,24.39,6.7,2.06,31598,673,1315,33586,3,1,1,1,0,1,1
2020-11-16,83380,67363,470.0,484.5,469.0,484.0,+,22.0,43983,18261,25721,126,305,-179,1788,2957,1169,27331,25.55,7.02,1.96,62245,431,4126,66803,0,0,1,1,0,1,1
2020-11-17,75763,68560,502.0,506.0,485.5,485.5,+,1.5,32785,33894,-1109,22,521,-499,-1060,885,1945,-2670,25.63,7.04,1.96,66680,543,2830,70055,0,0,0,0,0,0,1
2020-11-18,56607,38186,490.0,497.0,486.5,497.0,+,11.5,38170,30652,7517,4,126,-122,-1052,582,1634,6343,26.24,7.21,1.91,68823,130,2216,71169,3,0,1,1,0,0,1
2020-11-19,47345,40198,499.0,499.0,490.0,490.0,-,7.0,20847,36008,-15160,2,618,-616,646,1234,587,-15130,25.87,7.11,1.94,56855,620,1821,59297,1,0,0,0,0,1,2
2020-11-20,35242,30557,486.0,490.0,486.0,488.0,-,2.0,16977,27312,-10334,136,161,-25,852,1092,239,-9507,25.77,7.08,1.95,44290,297,1331,45919,0,0,0,0,0,1,2
2020-11-23,43708,26794,494.5,498.5,492.0,496.5,+,8.5,26564,24812,1752,130,167,-37,89,1018,928,1804,26.21,7.2,1.91,51377,297,1946,53621,0,0,1,1,0,1,1
2020-11-24,38630,34407,499.5,500.0,491.5,492.0,-,4.5,13864,24968,-11104,118,13,105,498,1486,987,-10500,25.98,7.14,1.93,38832,131,2473,41437,4,0,0,0,1,1,2
2020-11-25,47179,40066,495.0,495.5,487.0,487.0,-,5.0,20802,33451,-12649,88,480,-392,-648,690,1338,-13690,25.71,7.07,1.95,54254,568,2028,56851,0,0,0,0,0,0,2
2020-11-26,31844,19587,489.0,493.5,488.0,489.0,+,2.0,18334,25221,-6886,49,199,-150,466,764,298,-6570,25.82,7.09,1.94,43556,248,1062,44866,0,0,0,0,0,1,1
2020-11-27,35196,21314,487.5,492.0,486.5,489.0, ,0.0,19782,25696,-5914,12,206,-194,-133,560,693,-6242,25.82,7.09,1.94,45479,218,1253,46951,0,0,0,0,0,0,0
2020-11-30,149311,49362,493.0,493.5,480.5,480.5,-,8.5,106985,140411,-33426,56,99,-42,1225,1740,514,-32243,25.37,6.97,1.98,247397,155,2255,249808,4,1,0,0,0,1,2
2020-12-01,38341,24827,489.5,490.0,483.5,490.0,+,9.5,22858,22271,587,246,35,211,396,905,508,1195,25.87,7.11,1.94,45130,281,1413,46824,3,1,1,1,1,1,1
2020-12-02,60208,35624,499.5,500.0,493.5,499.0,+,9.0,43688,33219,10468,123,17,106,-415,779,1195,10160,26.35,7.24,1.9,76907,140,1974,79022,0,1,1,1,1,0,1
2020-12-03,36919,25651,499.5,499.5,495.0,497.0,-,2.0,20650,25535,-4884,28,15,13,-57,593,650,-4928,26.24,7.21,1.91,46186,43,1243,47472,0,1,0,0,1,0,2
2020-12-04,54471,35708,498.5,505.0,497.5,503.0,+,6.0,32960,14229,18731,259,182,76,-340,746,1087,18467,26.56,7.3,1.89,47189,441,1833,49464,0,0,1,1,1,0,1
2020-12-07,45493,34767,512.0,515.0,506.0,514.0,+,11.0,22961,21641,1319,1327,68,1258,-409,648,1057,2168,27.14,7.46,1.85,44603,1395,1705,47705,0,0,1,1,1,0,1
2020-12-08,41830,35895,514.0,525.0,509.0,524.0,+,10.0,17456,16412,1044,2471,108,2363,-229,558,787,3178,27.67,7.6,1.81,33869,2579,1345,37793,0,2,1,1,1,0,1
2020-12-09,46831,31749,521.0,524.0,520.0,520.0,-,4.0,24178,37259,-13080,1725,600,1125,-24,384,408,-11979,27.46,7.54,1.83,61437,2325,792,64555,2,2,0,0,1,0,2
2020-12-10,43991,49079,511.0,515.0,510.0,512.0,-,8.0,15470,27536,-12066,1468,146,1322,-1289,943,2232,-12034,27.03,7.43,1.86,43007,1614,3175,47797,0,0,0,0,1,0,2
2020-12-11,51296,50929,517.0,517.0,505.0,516.0,+,4.0,23322,24984,-1661,1955,135,1820,-553,1009,1562,-395,27.24,7.49,1.84,48307,2090,2571,52969,0,0,0,0,1,0,1
2020-12-14,30809,33415,512.0,513.0,508.0,508.0,-,8.0,8905,17384,-8479,707,194,513,-416,600,1016,-8382,26.82,7.37,1.87,26290,901,1616,28807,0,0,0,0,1,0,2
2020-12-15,43059,43967,507.0,510.0,504.0,504.0,-,4.0,21716,29724,-8008,871,34,837,-620,460,1080,-7790,26.61,7.31,1.88,51440,905,1540,53886,0,0,0,0,1,0,2
2020-12-16,53661,30574,509.0,515.0,507.0,512.0,+,8.0,38058,30099,7959,377,14,363,-155,1468,1623,8167,27.03,7.43,1.86,68157,391,3091,71639,0,0,1,1,1,0,1
2020-12-17,39285,34785,515.0,515.0,508.0,508.0,X,0.0,24077,24921,-843,114,588,-474,-237,339,576,-1555,26.82,7.37,1.87,48998,702,915,50616,4,0,0,0,0,0,2
2020-12-18,40625,20638,508.0,512.0,507.0,510.0,+,2.0,33665,24614,9050,137,1851,-1714,-698,38,736,6637,26.93,7.4,1.86,58280,1988,774,61042,0,0,1,1,0,0,1
2020-12-21,35153,21765,512.0,517.0,508.0,516.0,+,6.0,23063,15493,7570,458,141,317,-544,319,863,7342,27.24,7.49,1.84,38556,599,1182,40338,0,0,1,1,1,0,1
2020-12-22,25632,25973,512.0,516.0,509.0,509.0,-,7.0,11451,14964,-3513,99,21,78,-253,240,493,-3688,26.87,7.38,1.87,26416,120,733,27270,0,1,0,0,1,0,2
2020-12-23,18320,16428,508.0,511.0,506.0,509.0, ,0.0,8661,10606,-1945,61,74,-13,175,382,207,-1783,26.87,7.38,1.87,19267,135,589,19991,0,1,0,0,0,1,0
2020-12-24,15218,12743,511.0,512.0,508.0,510.0,+,1.0,8628,6392,2236,44,19,25,266,336,69,2529,26.93,7.4,1.86,15021,63,405,15490,0,1,1,1,1,1,1
2020-12-25,12581,14988,514.0,515.0,510.0,511.0,+,1.0,4443,953,3490,0,420,-420,578,639,60,3649,26.98,7.41,1.86,5396,420,699,6515,0,1,1,1,0,1,1
2020-12-28,39978,43603,477.0,485.5,475.0,475.0,-,3.0,12348,6919,5428,44,18,26,557,638,81,6012,27.19,7.47,1.84,19267,62,719,20048,0,1,1,1,1,1,2
2020-12-29,20226,17187,515.0,517.0,513.0,515.0, ,0.0,13627,9375,4252,325,414,-88,-1276,166,1442,2888,27.19,7.47,1.84,23002,739,1608,25350,0,1,1,1,0,0,1
2020-12-30,46705,33173,516.0,525.0,514.0,525.0,+,10.0,33094,17455,15638,260,3,257,2340,3814,1474,18236,27.72,7.62,1.81,50550,263,5288,56102,0,1,1,1,1,1,1
2020-12-31,31173,25138,526.0,530.0,524.0,530.0,+,5.0,18676,14068,4607,458,39,419,145,628,482,5172,27.98,7.69,1.79,32745,497,1110,34352,0,1,1,1,1,1,1
2021-01-04,39489,33316,530.0,540.0,528.0,536.0,+,6.0,23470,11007,12463,132,165,-32,865,1539,673,13295,28.3,7.78,1.77,34478,297,2212,36988,0,1,1,1,0,1,1
2021-01-05,34839,28512,536.0,542.0,535.0,542.0,+,6.0,21259,18243,3016,233,55,178,-450,588,1038,2744,28.62,7.86,1.75,39502,288,1626,41417,0,1,1,1,1,0,1
2021-01-06,55614,55462,555.0,555.0,541.0,549.0,+,7.0,27716,22567,5149,181,76,105,-4162,811,4973,1091,28.99,7.96,1.73,50284,257,5784,56326,0,1,1,1,1,0,1
2021-01-07,53392,47905,554.0,570.0,553.0,565.0,+,16.0,24724,23225,1499,206,282,-75,2060,2421,360,3484,29.83,8.2,1.68,47950,488,2781,51220,0,1,1,1,0,1,1
2021-01-08,62957,56426,580.0,580.0,571.0,580.0,+,15.0,31558,31244,313,368,181,187,1175,1593,417,1676,30.62,8.41,1.64,62802,549,2010,65362,0,1,1,1,1,1,1
2021-01-11,52771,49539,577.0,584.0,574.0,584.0,+,4.0,24509,31676,-7166,984,633,351,-432,1024,1456,-7248,30.83,8.47,1.63,56185,1617,2480,60283,0,1,0,0,1,0,1
2021-01-12,52605,59595,583.0,597.0,582.0,591.0,+,7.0,17582,26215,-8633,2484,320,2164,766,1839,1072,-5702,31.2,8.57,1.61,43798,2804,2911,49514,0,1,0,0,1,1,1
2021-01-13,75707,59966,595.0,605.0,593.0,605.0,+,14.0,43111,50404,-7293,254,514,-260,1951,2232,280,-5602,31.94,8.78,1.57,93515,768,2512,96797,0,1,0,0,0,1,1
2021-01-14,90309,111849,587.0,597.0,587.0,592.0,-,13.0,29812,61064,-31252,480,2323,-1843,-44,1028,1072,-33139,31.26,8.59,1.6,90877,2803,2100,95781,0,1,0,0,0,0,2
2021-01-15,100998,105961,621.0,625.0,601.0,601.0,+,9.0,49815,41645,8170,229,209,20,411,1756,1344,8601,31.73,8.72,1.58,91460,438,3100,94999,0,1,1,1,1,1,1
2021-01-18,50388,49008,608.0,608.0,594.0,607.0,+,6.0,21751,24496,-2744,1110,442,668,519,1232,712,-1556,32.05,8.81,1.57,46248,1552,1944,49745,6,1,0,0,1,1,1
2021-01-19,52947,55490,618.0,632.0,613.0,627.0,+,20.0,23261,18048,5212,158,264,-106,1084,1778,694,6190,33.1,9.1,1.52,41309,422,2473,44205,0,0,1,1,0,1,1
2021-01-20,95484,95577,633.0,650.0,631.0,647.0,+,20.0,48521,53977,-5455,292,482,-190,-651,1282,1933,-6297,34.16,9.39,1.47,102498,774,3215,106488,0,2,0,0,0,0,1
2021-01-21,97590,115004,640.0,679.0,640.0,673.0,+,26.0,30692,48606,-17914,553,1922,-1369,1379,2766,1386,-17903,35.53,9.76,1.41,79299,2475,4152,85926,0,2,0,0,0,1,1
2021-01-22,134238,235186,649.0,665.0,649.0,649.0,-,24.0,20293,81376,-61083,2044,588,1456,2075,4324,2248,-57552,34.27,9.42,1.46,101669,2632,6572,110874,0,2,0,0,1,1,2
2021-01-25,98608,154134,642.0,646.0,626.0,633.0,-,16.0,22873,50456,-27583,2799,42,2757,1265,2587,1321,-23560,33.42,9.18,1.5,73330,2841,3908,80080,0,2,0,0,1,1,2
2021-01-26,114797,177764,632.0,640.0,610.0,617.0,-,16.0,41147,56315,-15168,406,90,316,-2197,1884,4081,-17049,32.58,8.95,1.54,97462,496,5965,103923,0,0,0,0,1,0,2
2021-01-27,72823,77274,618.0,625.0,611.0,615.0,-,2.0,33637,40251,-6613,422,74,348,980,1816,835,-5284,32.47,8.92,1.54,73888,496,2652,77037,0,0,0,0,1,1,2
2021-01-28,104181,157835,600.0,608.0,598.0,601.0,-,14.0,35278,54873,-19594,637,0,637,980,2868,1887,-17977,31.73,8.72,1.58,90152,637,4755,95545,0,1,0,0,1,1,2
2021-01-29,96875,129394,619.0,619.0,591.0,591.0,-,10.0,42681,60166,-17485,132,29,103,-199,1999,2199,-17582,31.2,8.57,1.61,102848,161,4199,107209,4,1,0,0,1,0,2
2021-02-01,70161,81346,595.0,612.0,587.0,611.0,+,20.0,28364,22805,5558,510,479,31,300,1117,816,5890,32.26,8.86,1.55,51169,989,1934,54092,3,1,1,1,1,1,1
2021-02-02,80724,82687,629.0,638.0,622.0,632.0,+,21.0,32287,24199,8087,164,462,-298,-1659,1007,2667,6129,33.37,9.17,1.5,56487,626,3674,60787,0,1,1,1,0,0,1
2021-02-03,59763,56515,638.0,642.0,630.0,630.0,-,2.0,28000,31724,-3724,5,326,-321,-928,497,1425,-4973,33.26,9.14,1.51,59724,331,1923,61978,0,1,0,0,0,0,2
2021-02-04,47547,44668,626.0,632.0,620.0,627.0,-,3.0,21182,29143,-7960,82,63,19,-514,841,1355,-8456,33.1,9.1,1.52,50326,145,2197,52669,0,1,0,0,1,0,2
2021-02-05,57350,51140,638.0,641.0,631.0,632.0,+,5.0,23488,30550,-7061,85,72,12,109,860,751,-6940,33.37,9.17,1.5,54038,157,1611,55806,0,0,0,0,1,1,1
2021-02-17,115578,91925,663.0,668.0,660.0,663.0,+,31.0,67182,58221,8960,169,31,138,3035,3194,159,12133,35.01,9.62,1.43,125403,200,3354,128957,0,2,1,1,1,1,1
2021-02-18,54520,49914,664.0,665.0,656.0,660.0,-,3.0,25335,33252,-7916,490,24,466,69,1345,1275,-7380,34.85,9.57,1.44,58587,514,2620,61721,0,2,0,0,1,1,2
2021-02-19,51651,63171,656.0,657.0,647.0,652.0,-,8.0,18679,30439,-11759,447,15,432,-93,579,672,-11421,34.42,9.46,1.46,49119,462,1251,50832,0,0,0,0,1,0,2
2021-02-22,39512,47116,660.0,662.0,650.0,650.0,-,2.0,19578,22254,-2675,277,124,153,-278,692,970,-2801,34.32,9.43,1.46,41832,401,1662,43896,1,2,0,0,1,0,2
2021-02-23,52868,73349,641.0,643.0,633.0,641.0,-,9.0,21862,29474,-7612,405,143,262,-1243,1386,2629,-8593,33.84,9.3,1.48,51336,548,4015,55899,0,2,0,0,1,0,2
2021-02-24,80010,138264,627.0,636.0,625.0,625.0,-,16.0,36480,52636,-16155,206,550,-344,-1631,845,2476,-18131,33.0,9.07,1.52,89117,756,3321,93194,0,0,0,0,0,0,2
2021-02-25,45279,46506,636.0,636.0,628.0,635.0,+,10.0,26221,24210,2011,268,5,263,-915,255,1170,1359,33.53,9.21,1.5,50431,273,1425,52129,0,2,1,1,1,0,1
2021-02-26,137933,212428,611.0,618.0,606.0,606.0,-,29.0,49746,113497,-63750,1780,221,1559,-544,1883,2427,-62735,30.35,8.5,1.57,163244,2001,4310,169555,0,0,0,0,1,0,2
2021-03-02,57792,71325,621.0,622.0,609.0,609.0,+,3.0,32160,34638,-2477,453,101,352,-671,553,1224,-2797,30.5,8.54,1.56,66798,554,1777,69129,0,0,0,0,1,0,1
2021-03-03,61171,57677,609.0,622.0,601.0,622.0,+,13.0,35188,38849,-3660,650,223,427,3878,4216,338,644,31.15,8.72,1.53,74038,873,4554,79466,0,2,1,0,1,1,1
2021-03-04,75508,143916,609.0,611.0,601.0,601.0,-,21.0,20226,55125,-34899,680,154,526,106,2008,1902,-34267,30.1,8.43,1.58,75351,834,3911,80097,0,0,0,0,1,1,2
2021-03-05,85579,127693,588.0,605.0,584.0,601.0, ,0.0,27323,49636,-22313,1196,5,1191,-246,1867,2113,-21368,30.1,8.43,1.58,76959,1201,3980,82140,0,0,0,0,1,0,0
2021-03-08,47676,84570,608.0,610.0,598.0,598.0,-,3.0,19224,29685,-10460,253,52,201,-18,1284,1302,-10278,29.94,8.38,1.59,48909,305,2586,51801,0,0,0,0,1,0,2
2021-03-09,74471,119867,585.0,595.0,585.0,595.0,-,3.0,26676,46063,-19386,1019,153,866,1573,2891,1317,-16946,29.79,8.34,1.6,72739,1172,4208,78120,0,1,0,0,1,1,2
2021-03-10,41735,54196,601.0,601.0,593.0,597.0,+,2.0,21670,23847,-2176,170,97,73,-1185,690,1875,-3288,29.89,8.37,1.59,45517,267,2565,48350,0,0,0,0,1,0,1
2021-03-11,55462,47948,596.0,612.0,595.0,609.0,+,12.0,28040,29278,-1237,215,80,135,988,1924,936,-114,30.5,8.54,1.56,57318,295,2861,60475,7,0,0,0,1,1,1
2021-03-12,33876,36145,615.0,618.0,609.0,614.0,+,5.0,15847,13329,2517,135,42,93,-534,332,867,2076,30.75,8.61,1.55,29176,177,1199,30553,0,0,1,1,1,0,1
2021-03-15,29767,26753,614.0,614.0,609.0,611.0,-,3.0,17549,19851,-2301,108,170,-62,-804,144,948,-3167,30.6,8.57,1.55,37400,278,1092,38770,0,2,0,0,0,0,2
2021-03-16,37780,37573,610.0,613.0,607.0,613.0,+,2.0,18849,24012,-5163,157,122,35,27,482,454,-5100,30.7,8.59,1.55,42862,279,936,44078,0,2,0,0,1,1,1
2021-03-17,43942,68585,612.0,612.0,602.0,604.0,X,0.0,14801,34185,-19384,59,44,15,-395,1333,1728,-19764,30.25,8.47,1.57,48986,103,3061,52151,0,0,0,0,1,0,2
2021-03-18,30223,31677,606.0,609.0,602.0,602.0,-,2.0,15228,19677,-4449,76,85,-9,829,1212,382,-3628,30.15,8.44,1.58,34905,161,1594,36661,0,2,0,0,0,1,2
2021-03-19,74960,106938,594.0,598.0,591.0,591.0,-,11.0,35137,57653,-22515,406,1578,-1171,-595,1041,1636,-24282,29.59,8.29,1.61,92791,1984,2677,97453,0,0,0,0,0,0,2
2021-03-22,35931,55005,588.0,598.0,586.0,593.0,+,2.0,14110,22872,-8762,137,37,100,517,1175,657,-8145,29.69,8.31,1.6,36982,174,1832,38989,5,0,0,0,1,1,1
2021-03-23,31933,36423,597.0,603.0,593.0,594.0,+,1.0,18318,20667,-2348,96,7,89,-538,777,1315,-2798,29.74,8.33,1.6,38985,103,2092,41181,0,0,0,0,1,0,1
2021-03-24,115318,242138,571.0,582.0,571.0,576.0,-,18.0,19304,80050,-60745,488,447,41,-833,2036,2869,-61538,28.84,8.08,1.65,99355,935,4905,105195,0,0,0,0,1,0,2
2021-03-25,74225,115951,572.0,581.0,570.0,575.0,-,1.0,23660,43931,-20271,382,183,199,67,1714,1647,-20004,28.79,8.06,1.74,67592,565,3361,71519,8,1,0,0,1,1,2
2021-03-26,37937,49718,582.0,592.0,580.0,590.0,+,15.0,18040,11180,6859,129,252,-123,71,1002,930,6808,29.54,8.27,1.69,29221,381,1932,31534,0,1,1,1,0,1,1
2021-03-29,40573,44500,599.0,602.0,596.0,599.0,+,9.0,24390,16223,8166,96,522,-426,-1302,280,1582,6437,29.99,8.4,1.67,40613,618,1862,43095,0,0,1,1,0,0,1
2021-03-30,34686,46755,600.0,600.0,592.0,597.0,-,2.0,17180,18222,-1041,727,132,595,651,1360,708,205,29.89,8.37,1.68,35402,859,2068,38331,0,0,1,0,1,1,2
2021-03-31,44454,70527,596.0,597.0,587.0,587.0,-,10.0,21348,31443,-10094,73,358,-284,421,1064,642,-9958,29.39,8.23,1.7,52791,431,1706,54929,0,1,0,0,0,1,2
2021-04-01,45972,48170,598.0,602.0,594.0,602.0,+,15.0,33838,11269,22568,502,92,410,-269,947,1217,22709,30.15,8.44,1.66,45107,594,2165,47867,0,0,1,1,1,0,1
2021-04-06,37664,42422,615.0,616.0,608.0,610.0,+,8.0,23416,10835,12581,68,500,-432,1126,1376,250,13275,30.55,8.55,1.64,34251,568,1627,36448,0,0,1,1,0,1,1
2021-04-07,28140,28395,614.0,614.0,608.0,610.0, ,0.0,18024,14599,3425,22,292,-270,285,819,533,3440,30.55,8.55,1.64,32623,314,1353,34291,0,0,1,1,0,1,0
2021-04-08,26658,32098,606.0,613.0,603.0,613.0,+,3.0,14371,11077,3294,12,860,-848,851,1381,530,3297,30.7,8.59,1.63,25449,872,1911,28233,5,0,1,1,0,1,1
2021-04-09,31601,28920,618.0,618.0,609.0,610.0,-,3.0,19843,13245,6598,100,1001,-901,362,1150,788,6059,30.55,8.55,1.64,33089,1101,1938,36128,0,0,1,1,0,1,2
2021-04-12,23319,33422,612.0,613.0,603.0,605.0,-,5.0,8328,12888,-4559,196,306,-109,-273,418,691,-4942,30.3,8.48,1.65,21216,502,1109,22829,0,0,0,0,0,0,2
2021-04-13,27386,30438,604.0,613.0,604.0,605.0, ,0.0,13452,11883,1569,10,1622,-1611,540,893,352,498,30.3,8.48,1.65,25336,1632,1245,28214,0,0,1,1,0,1,0
2021-04-14,31144,41234,608.0,612.0,600.0,612.0,+,7.0,12788,13951,-1163,242,79,163,697,1769,1071,-302,30.65,8.58,1.63,26740,321,2841,29903,0,0,0,0,1,1,1
2021-04-15,36394,40541,612.0,619.0,607.0,619.0,+,7.0,21332,13845,7487,22,96,-74,1382,2345,963,8795,31.0,8.68,1.62,35178,118,3309,38606,0,2,1,1,0,1,1
2021-04-16,49952,67601,610.0,611.0,603.0,610.0,-,9.0,13362,22206,-8844,5,1678,-1673,-2439,1505,3944,-12956,30.55,8.55,1.64,35569,1683,5450,42702,0,2,0,0,0,0,2
2021-04-19,25234,43094,605.0,607.0,601.0,603.0,-,7.0,9683,10367,-683,280,1271,-990,-1132,428,1560,-2805,30.2,8.45,1.66,20051,1551,1988,23590,0,0,0,0,0,0,2
2021-04-20,36655,54247,598.0,602.0,595.0,602.0,-,1.0,17343,20020,-2677,117,886,-768,-277,509,786,-3723,30.15,8.44,1.66,37363,1003,1295,39662,0,0,0,0,0,0,2
2021-04-21,41893,92840,599.0,599.0,592.0,592.0,-,10.0,10919,25955,-15036,280,762,-481,-2469,579,3048,-17987,29.64,8.3,1.69,36874,1042,3627,41544,0,0,0,0,0,0,2
2021-04-22,38094,64897,596.0,598.0,591.0,591.0,-,1.0,20715,19081,1634,54,608,-553,-457,564,1022,622,29.59,8.29,1.69,39797,662,1587,42046,0,0,1,1,0,0,2
2021-04-23,29004,29147,592.0,602.0,590.0,602.0,+,11.0,18894,9715,9178,167,325,-157,-279,324,604,8741,30.15,8.44,1.66,28609,492,928,30031,0,0,1,1,0,0,1
2021-04-26,32426,35286,605.0,610.0,603.0,610.0,+,8.0,21630,9980,11650,57,1040,-983,-182,302,485,10484,30.55,8.55,1.64,31610,1097,787,33495,0,2,1,1,0,0,1
2021-04-27,26761,25203,608.0,611.0,605.0,610.0, ,0.0,17314,9190,8123,3,893,-890,-1139,74,1214,6094,30.55,8.55,1.64,26504,896,1288,28688,0,2,1,1,0,0,0
2021-04-28,24601,32198,606.0,608.0,601.0,602.0,-,8.0,11147,13991,-2843,48,360,-311,157,518,360,-2997,30.15,8.44,1.66,25138,408,879,26426,0,0,0,0,0,1,2
2021-04-29,35756,30756,609.0,609.0,600.0,600.0,-,2.0,24944,21298,3645,62,254,-191,72,466,393,3527,30.05,8.41,1.67,46242,316,860,47419,1,0,1,1,0,1,2
2021-05-03,46801,104468,595.0,597.0,588.0,588.0,-,12.0,15842,30402,-14559,133,820,-686,-836,465,1301,-16082,29.44,8.24,1.7,46244,953,1766,48963,0,0,0,0,0,0,2
2021-05-04,45507,69833,588.0,594.0,582.0,591.0,+,3.0,25755,24598,1157,192,361,-168,858,1748,890,1847,29.59,8.29,1.69,50353,553,2639,53546,0,0,1,1,0,1,1
2021-05-05,31786,52496,594.0,594.0,585.0,585.0,-,6.0,17132,20528,-3395,220,97,123,-1622,284,1906,-4894,29.29,8.2,1.71,37661,317,2190,40169,4,0,0,0,1,0,2
2021-05-06,33165,69578,590.0,590.0,580.0,587.0,+,2.0,18675,21873,-3197,341,10,331,-351,439,790,-3217,29.39,8.23,1.7,40549,351,1229,42130,6,2,0,0,1,0,1
2021-05-07,28719,30063,594.0,600.0,589.0,599.0,+,12.0,18637,7143,11494,213,21,192,825,973,147,12512,29.99,8.4,1.67,25780,234,1120,27135,0,2,1,1,1,1,1
2021-05-10,21365,43154,596.0,597.0,588.0,589.0,-,10.0,9796,10514,-718,235,38,197,-428,183,611,-949,29.49,8.26,1.7,20311,273,795,21379,0,2,0,0,1,0,2
2021-05-11,66035,184838,579.0,580.0,570.0,571.0,-,18.0,17062,39945,-22883,1246,82,1164,-2323,879,3202,-24041,28.59,8.01,1.75,57007,1328,4081,62418,0,1,0,0,1,0,2
2021-05-12,138328,223058,567.0,571.0,518.0,560.0,-,11.0,52262,60039,-7776,1973,164,1809,677,4417,3740,-5289,28.04,7.85,1.79,112301,2137,8158,122597,0,0,0,0,1,1,2
2021-05-13,71519,105026,547.0,563.0,541.0,547.0,-,13.0,26384,37945,-11561,462,91,371,-886,2698,3584,-12076,27.39,7.67,1.83,64330,553,6282,71166,0,1,0,0,1,0,2
2021-05-14,38625,52919,556.0,562.0,552.0,557.0,+,10.0,18469,16032,2436,800,8,792,-567,1417,1984,2661,26.71,7.45,1.8,34501,808,3401,38711,0,0,1,1,1,0,1
2021-05-17,58446,76808,544.0,558.0,541.0,549.0,-,8.0,28392,20987,7405,621,20,601,1158,2066,908,9165,26.33,7.34,1.82,49379,641,2974,52995,0,1,1,1,1,1,2
2021-05-18,44584,52152,563.0,573.0,555.0,572.0,+,23.0,23002,14041,8961,256,10,246,1050,1758,707,10257,27.43,7.65,1.75,37043,266,2465,39775,0,0,1,1,1,1,1
2021-05-19,29610,34443,571.0,572.0,565.0,567.0,-,5.0,12153,18009,-5855,28,11,17,-724,814,1538,-6562,27.19,7.58,1.76,30163,39,2352,32554,2,1,0,0,1,0,2
2021-05-20,36605,32301,567.0,571.0,560.0,567.0, ,0.0,23198,25317,-2118,149,9,140,-1174,504,1678,-3152,27.19,7.58,1.76,48515,158,2182,50856,0,0,0,0,1,0,0
2021-05-21,28009,27050,572.0,577.0,568.0,573.0,+,6.0,18999,15323,3675,87,6,81,131,491,360,3887,27.48,7.66,1.75,34323,93,852,35268,0,0,1,1,1,1,1
2021-05-24,15981,20189,570.0,572.0,566.0,568.0,-,5.0,9517,8941,576,13,146,-132,-790,263,1053,-347,27.24,7.6,1.76,18458,159,1317,19934,0,1,0,1,0,0,2
2021-05-25,35445,39032,576.0,584.0,573.0,583.0,+,15.0,24804,11933,12871,1319,68,1251,-13,271,285,14108,27.96,7.8,1.72,36737,1387,556,38681,0,0,1,1,1,0,1
2021-05-26,19555,21034,587.0,588.0,581.0,585.0,+,2.0,12364,8964,3400,1172,9,1163,290,734,444,4853,28.06,7.82,1.71,21328,1181,1178,23687,0,0,1,1,1,1,1
2021-05-27,70061,37545,580.0,582.0,573.0,582.0,-,3.0,53536,61584,-8048,1095,21,1074,-571,248,819,-7545,27.91,7.78,1.72,115121,1116,1067,117305,0,0,0,0,1,0,2
2021-05-28,30720,31581,587.0,592.0,582.0,590.0,+,8.0,20201,11034,9166,547,38,509,791,885,93,10466,28.3,7.89,1.69,31235,585,979,32799,0,0,1,1,1,1,1
2021-05-31,31557,29798,595.0,597.0,590.0,597.0,+,7.0,23819,12634,11185,201,214,-13,-187,745,933,10984,28.63,7.98,1.68,36454,415,1678,38548,0,0,1,1,0,0,1
2021-06-01,18405,20318,598.0,599.0,595.0,598.0,+,1.0,11161,6915,4246,423,267,156,-113,76,190,4289,28.68,8.0,1.67,18076,690,266,19033,0,0,1,1,1,0,1
